,ID_CLIENTE,TIPO_FUNCIONARIO,DIA_PAGAMENTO,TIPO_ENVIO_APLICACAO,QUANT_CARTOES_ADICIONAIS,TIPO_ENDERECO_POSTAL,SEXO,ESTADO_CIVIL,QUANT_DEPENDENTES,NIVEL_EDUCACIONAL,ESTADO_NASCIMENTO,CIDADE_NASCIMENTO,NACIONALIDADE,ESTADO_RESIDENCIAL,CIDADE_RESIDENCIAL,BAIRRO_RESIDENCIAL,FLAG_TELEFONE_RESIDENCIAL,CODIGO_AREA_TELEFONE_RESIDENCIAL,TIPO_RESIDENCIA,MESES_RESIDENCIA,FLAG_TELEFONE_MOVEL,FLAG_EMAIL,RENDA_PESSOAL_MENSAL,OUTRAS_RENDAS,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OUTROS_CARTOES,QUANT_CONTAS_BANCARIAS,QUANT_CONTAS_BANCARIAS_ESPECIAIS,VALOR_PATRIMONIO_PESSOAL,QUANT_CARROS,EMPRESA,ESTADO_PROFISSIONAL,CIDADE_PROFISSIONAL,BAIRRO_PROFISSIONAL,FLAG_TELEFONE_PROFISSIONAL,CODIGO_AREA_TELEFONE_PROFISSIONAL,MESES_NO_TRABALHO,CODIGO_PROFISSAO,TIPO_OCUPACAO,CODIGO_PROFISSAO_CONJUGE,NIVEL_EDUCACIONAL_CONJUGE,FLAG_DOCUMENTO_RESIDENCIAL,FLAG_RG,FLAG_CPF,FLAG_COMPROVANTE_RENDA,PRODUTO,FLAG_REGISTRO_ACSP,IDADE,CEP_RESIDENCIAL_3,CEP_PROFISSIONAL_3,ROTULO_ALVO_MAU=1
14707,14709,C,10,0,0,1,M,6,0,0,SP,CARDOSO,1,SP,FLORIDA PAULISTA,CENTRO,Y,16,5.0,0.0,N,0,598.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,9.0,1.0,0.0,0.0,0,0,0,0,2,N,56,178,178,0
14708,14710,C,25,0,0,1,F,6,1,0,MS,BONITO,1,MS,JARDIM,JARDIM SAO FRANCISCO,N, ,1.0,4.0,N,0,394.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MS,JARDIM,JARDIM SAO FRANCISCO,Y,75,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,28,792,792,0
14709,14711,C,5,Carga,0,1,F,1,2,0,PE,RECIFE,1,PE,RECIFE,TORROES,Y,97,1.0,1.0,N,1,195.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,11.0,5.0,11.0,,0,0,0,0,1,N,41,506,506,0
14710,14712,C,10,Web,0,1,F,2,2,0,PE,OLINDA,1,MT,RONDONOPOLIS,PEDRA NOVENTA,N, ,1.0,10.0,N,1,446.01,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,Y,73,0,9.0,5.0,,,0,0,0,0,7,N,32,787,787,1
14711,14713,C,10,0,0,1,F,1,0,0,MG,SAO PAULO,1,MG,UBERLANDIA,NOVA UBERLANDIA,Y,32,2.0,0.0,N,0,1935.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,UBERLANDIA,UMUARAMA,Y,32,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,48,384,384,1
14712,14714,C,20,0,0,1,F,1,0,0,RS,PELOTAS,1,RS,PELOTAS,CENTRO,Y,58,1.0,45.0,N,1,1617.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RR,PELOTAS,CENTRO,Y,58,0,9.0,5.0,11.0,0.0,0,0,0,0,1,N,45,960,960,0
14713,14715,C,10,Web,0,1,M,2,2,0,SP,ITAQUAQUECETUBA,1,SP,ITAQUAQUECETUBA,JARDIM TROPICAL,Y,5,5.0,12.0,N,1,521.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,9.0,2.0,,,0,0,0,0,1,N,43,858,858,0
14714,14716,C,5,0,0,1,M,4,0,0,MG,ITAMBACURI,1,SP,Itapevi,Jardim Santa Rita,Y,5,1.0,20.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,0.0,1.0,0.0,0.0,0,0,0,0,1,N,75,666,666,0
14715,14717,C,10,0,0,1,M,2,0,0,PR,SANTA HELENA,1,PR,CASCAVEL,JD PETROPOLIS,Y,46,1.0,6.0,N,0,950.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,33,858,858,0
14716,14718,C,10,0,0,1,F,2,0,0,SP,SAO BERNARDO DO CAMPO,1,SP,BOM JESUS DOS PERDOES,jd bela vista,Y,5,1.0,10.0,N,0,1280.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,40,129,129,0
14717,14719,C,10,Web,0,1,M,2,0,0,SC,FLORIANOPOLIS,1,SC,Florianopolis,Monte Verde,Y,50,1.0,10.0,N,1,713.0,0.0,0,0,0,0,0,0,0,100000.0,0,N, ,,,N, ,0,9.0,1.0,,,0,0,0,0,2,N,45,880,880,0
14718,14720,C,10,Web,0,1,F,2,0,0,RS,DOM PEDRITO,1,RS,DOM PEDRITO,CENTRO,N, ,1.0,,N,1,334.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,1.0,,,0,0,0,0,1,N,61,964,964,0
14719,14721,C,10,Web,0,1,F,1,0,0,AC,RIO BRANCO,1,AC,RIO BRANCO,CERAMICA,Y,76,1.0,16.0,N,1,1375.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,1.0,,,0,0,0,0,1,N,53,699,699,1
14720,14722,C,20,Web,0,1,M,2,1,0,SP,PAULISTA,1,SP,Suzano,Jardim Cacique,Y,5,1.0,10.0,N,1,707.0,0.0,1,1,0,0,0,0,0,50000.0,0,N, ,,,N, ,0,13.0,2.0,,,0,0,0,0,1,N,30,861,861,0
14721,14723,C,25,Web,0,1,F,2,0,0,GO,Anapolis,1,GO,anapolis,Parque Brasilia,Y,67,1.0,3.0,N,1,749.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,,,N, ,0,9.0,2.0,,,0,0,0,0,2,N,34,750,750,0
14722,14724,C,5,0,0,1,F,1,2,0,GO,GOUVELANDIA,1,MG,Uberlandia,Brasil,Y,32,1.0,3.0,N,0,360.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,UBERLANDIA,CENTRO,Y,32,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,32,384,384,1
14723,14725,C,20,0,0,1,F,1,0,0,PE,GOIANA,1,PE,GOIANA,CENTRO,Y,97,1.0,1.0,N,1,672.0,0.0,0,0,0,0,0,0,0,0.0,0,N,PE,RECIFE,CENTRO,N, ,0,9.0,,,,0,0,0,0,1,N,52,559,559,0
14724,14726,C,10,Web,0,1,M,4,0,0,AL,ANADIA,1,SP,Osasco,Jardim Roberto,Y,5,1.0,40.0,N,1,665.0,0.0,1,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,1.0,,,0,0,0,0,1,N,76,617,617,0
14725,14727,C,5,0,0,1,F,1,1,0,AL,UNIAO DOS PALMARES,1,AL,UNIAO DOS PALMARES,COHAB VELHA,Y,100,1.0,8.0,N,1,399.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,AL,UNIAO DOS PALMARES,CENTRO,Y,100,0,17.0,2.0,0.0,0.0,0,0,0,0,1,N,24,578,578,0
14726,14728,C,10,Web,0,1,M,1,0,0,PR,ALTO PIQUERI,1,PR,Ponta Grossa,Centro,Y,41,4.0,1.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,2.0,,,0,0,0,0,1,N,37,840,840,0
14727,14729,C,10,0,0,1,M,2,3,0, , ,0,GO,APARECIDA DE GOIANIA,SERRA DOURADA,Y,67,1.0,0.0,N,1,442.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,GO,APARECIDA DE GOIANIA,VILAGE GARAVELO,Y,67,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,39,749,749,1
14728,14730,C,15,0,0,1,F,1,0,0,SP,IGARACU DO TIETE,1,SP,IGARACU DO TIETE,COHAB,Y,12,1.0,1.0,N,1,369.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,23,173,173,0
14729,14731,C,10,0,0,1,F,1,0,0, , ,0,PE,PAULISTA,JD PAULISTA,Y,97,1.0,0.0,N,1,511.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,RECIFE,IPUTINGA,Y,97,0,7.0,2.0,11.0,0.0,0,0,0,0,1,N,35,534,534,1
14730,14732,C,15,0,0,1,F,1,0,0,RN,VERA CRIZ,1,RN,VERA CRUZ,COBE,Y,105,1.0,0.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,25,591,591,0
14731,14733,C,10,0,0,1,F,1,0,0, , ,0,BA,ENTRE RIOS,CENTRO,Y,86,2.0,0.0,N,1,421.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,31,481,481,0
14732,14734,C,10,Web,0,1,F,1,0,0,RS,VIAMAO,1,RS,VIAMAO,MONTE ALEGRE,Y,54,1.0,15.0,N,1,840.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,VIAMAO,SANTA ISABEL,Y,54,0,9.0,2.0,,,0,0,0,0,1,N,19,944,944,1
14733,14735,C,20,Web,0,1,M,2,0,0,BA,BAIXA GRANDE,1,SP,MOGI MIRIM,VILA BIANCHI,N, ,2.0,2.0,N,1,700.0,0.0,0,0,0,0,0,0,0,150000.0,0,N, ,,,N, ,0,2.0,4.0,,,0,0,0,0,2,N,51,138,138,1
14734,14736,C,25,0,0,1,F,4,1,0, , ,0,RJ,RIO DE JANEIRO,PEDRA DE GUARATIBA,Y,20,1.0,0.0,N,1,530.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,RJ,RIO DE JANEIRO,BARRA DA TIJUCA,Y,20,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,30,230,230,0
14735,14737,C,25,Web,0,1,M,1,0,0,RS,PORTO ALEGRE,1,RS,Porto Alegre,Protasio alves,Y,54,5.0,5.0,N,1,623.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,PORTO ALEGRE,ALTO PETROPOLIS,Y,54,0,9.0,2.0,,,0,0,0,0,1,N,28,912,912,0
14736,14738,C,5,Web,0,1,M,2,0,0,SP,SCO PAULO,1,MG,ALTEROSA,CRUZEIRO,N, ,1.0,5.0,N,1,602.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,ALTEROSA,CENTRO,Y,33,0,9.0,2.0,,,0,0,0,0,2,N,29,371,371,0
14737,14739,C,5,0,0,1,M,2,0,0,PE,cabo,1,PE,Recife,Torroes,N, ,1.0,10.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,80,506,506,1
14738,14740,C,20,Web,0,1,F,1,3,0,AL,MACEIO,1,AL,MACEIO,TRAPICHE DA BARRA,Y,100,1.0,1.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,AL,MACEIO,CENTRO,Y,100,0,9.0,2.0,11.0,,0,0,0,0,7,N,38,570,570,1
14739,14741,C,5,0,0,1,F,1,1,0,GO,SANTA HELENA DE GOIAS,1,GO,RIO VERDE,SAO TOMAZ I,Y,69,1.0,14.0,N,0,2298.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,45,759,759,0
14740,14742,C,20,0,0,1,M,2,0,0,RS,SANTANA DO LIVRAMENTO,1,RS,SANTANA DO LIVRAMENTO,CENTRO,N, ,1.0,30.0,N,0,350.0,0.0,0,0,0,0,0,1,1,35000.0,1,N, ,,,N, ,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,68,975,975,1
14741,14743,C,25,0,0,1,M,2,0,0,CE,RUSSAS,1,CE,Sobral,Padre Ibiapina,Y,112,2.0,0.0,N,0,1200.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,0.0,0.0,0.0,0.0,0,0,0,0,1,N,46,620,620,0
14742,14744,C,5,0,0,1,F,2,0,0,MT,CUIABA,1,MT,VARZEA GRANDE,JARDIM UNIAO,Y,71,1.0,1.0,N,0,580.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,2.0,4.0,0.0,0.0,0,0,0,0,1,N,59,780,780,0
14743,14745,C,10,0,0,1,F,2,0,0,SE,ITABAIANINHA,1,SE,ITABAIANINHA,CONVENIENCIA,Y,91,1.0,15.0,N,0,350.0,800.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,23,492,492,1
14744,14746,C,5,0,0,1,F,1,4,0, , ,0,SP,Embu,Chacaras Caxingui,Y,5,1.0,10.0,N,1,500.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, , , ,N, ,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,35,682,682,1
14745,14747,C,10,0,0,1,F,1,0,0,RS,ESTEIO,1,RS,CANOAS,OLARIA,Y,54,1.0,3.0,N,1,467.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,CANOAS,CENTRO,Y,54,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,18,920,920,1
14746,14748,C,1,0,0,1,F,1,0,0,RS,erechim,1,RS,porto alegre,santa rosa,Y,54,1.0,12.0,N,1,1250.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,2.0,,,,0,0,0,0,1,N,37,911,911,0
14747,14749,C,5,Web,0,1,F,1,0,0,PE,Catende,1,PE,Jaboatao dos Guararapes,Barra de Jangada,N, ,1.0,15.0,N,1,650.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PE,Jaboatao dos Guararapes,Piedade,Y,97,0,9.0,2.0,,,0,0,0,0,1,N,31,544,544,1
14748,14750,C,10,Carga,0,1,F,1,0,0,MG,IBIRITE,1,MG,IBIRITE,GUANABARA,Y,29,2.0,,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,11.0,1.0,11.0,,0,0,0,0,2,N,21,324,324,1
14749,14751,C,25,Web,0,1,M,1,0,0,MG,PASSA VINTE,1,SP,Sao Jose dos Campos,Cidade Morumbi,N, ,1.0,8.0,N,1,458.5,0.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,Y,9,0,9.0,2.0,,,0,0,0,0,1,N,37,122,122,0
14750,14752,C,5,Web,0,1,M,2,2,0,PR,pitanga,1,PR,guarapuava,santa cruz,Y,41,2.0,0.0,N,1,508.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PR,guarapuava,centro,Y,41,0,9.0,2.0,,,0,0,0,0,1,N,38,850,850,1
14751,14753,C,5,Web,0,1,F,1,0,0,PB,PARAIBA,1,RJ,RIO DE JANEIRO,CATIRI BANGU,Y,20,1.0,40.0,N,1,277.0,0.0,0,1,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,4.0,,,0,0,0,0,1,N,72,218,218,0
14752,14754,C,25,Web,0,1,F,2,3,0,PE,CABO,1,PE,IPOJUCA,CENTRO,Y,97,1.0,13.0,N,1,400.0,380.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,4.0,,,0,0,0,0,1,N,48,555,555,0
14753,14755,C,25,0,0,1,M,2,0,0,MG,uberlandia,1,GO,parauna,floriano gomes,N, ,1.0,22.0,N,1,2105.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,6.0,4.0,0.0,0.0,0,0,0,0,2,N,67,759,759,1
14754,14756,C,20,Web,0,1,F,1,0,0,RN,NATAL,1,RN,NATAL,ALECRIM,Y,105,1.0,22.0,N,1,350.0,0.0,1,1,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,4.0,,,0,0,0,0,1,N,22,590,590,1
14755,14757,C,10,Carga,0,1,M,2,0,0,PA,belem,1,PA,BELEM,SACRAMENTO,Y,117,1.0,1.0,N,1,1061.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,11.0,1.0,11.0,,0,0,0,0,1,N,51,661,661,0
14756,14758,C,20,0,0,1,F,2,1,0,AL,ATALAIA,1,AL,SAO MIGUEL DOS CAMPOS,CENTRO,Y,100,1.0,11.0,N,1,200.0,0.0,0,0,0,0,1,1,1,0.0,1,N, ,,,N, ,0,0.0,4.0,9.0,3.0,0,0,0,0,1,N,35,572,572,0
14757,14759,C,10,Web,0,1,M,2,0,0,BA,PAULO AFONSO,1,BA,PAULO AFONSO,CENTRO,Y,86,1.0,1.0,N,1,1200.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,1.0,11.0,,0,0,0,0,1,N,59,486,486,0
14758,14760,C,10,Web,0,1,F,2,2,0,RS,PORTO ALEGRE,1,RS,Porto Alegre,agronomia,Y,54,1.0,15.0,N,1,1000.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,2.0,4.0,,,0,0,0,0,1,N,34,915,915,1
14759,14761,C,15,0,0,1,F,2,0,0,RS,TAQUARA,1,RS,TAQUARA,NOSSA SR FATIMA,Y,54,1.0,0.0,N,1,1500.0,0.0,1,0,0,0,0,1,1,0.0,1,Y, ,,,N, ,0,2.0,4.0,2.0,3.0,0,0,0,0,1,N,37,956,956,0
14760,14762,C,10,0,0,1,M,1,0,0,SP,AURIFLAMA,1,MS,SELVIRIA,CENTRO,Y,75,1.0,2.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,35,795,795,0
14761,14763,C,10,0,0,1,M,2,3,0,PR,GUARAPUAVA,1,PR,GUARAPUAVA,VILA BELA,N, ,1.0,8.0,N,0,903.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,GUARPUAVA,CDI,Y,41,0,9.0,2.0,9.0,3.0,0,0,0,0,1,N,35,850,850,1
14762,14764,C,5,Web,0,1,F,1,0,0,AL,ATALAENSE,1,AL,PILAR,CHA DO PILAR,Y,100,1.0,4.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,,,,0,0,0,0,1,N,35,571,571,0
14763,14765,C,10,0,0,1,M,2,0,0,SP,TREMEMBE,1,SP,TREMEMBE,CENTRO,Y,9,1.0,11.0,N,0,526.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,TREMEMBE,CENTRO,Y,9,0,9.0,5.0,0.0,0.0,0,0,0,0,2,N,26,121,121,1
14764,14766,C,10,Carga,0,1,F,1,0,0,PA,ananindeua,1,PA,ANANINDEUA,COQUEIRO,Y,117,1.0,1.0,N,1,704.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PA,BELEM,PEDREIRA,Y,117,0,11.0,2.0,11.0,,0,0,0,0,1,N,51,671,671,0
14765,14767,C,20,Web,0,1,M,2,1,0,BA,LICINHO DE ALMEIDA,1,BA,CACULE,CENTRO,Y,90,1.0,21.0,N,1,350.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,,,,0,0,0,0,2,N,28,463,463,0
14766,14768,C,25,Web,0,1,F,4,0,0,MT,VARZEA GRANDE,1,MT,VARZEA GRANDE,VILA ARTHUR,Y,71,1.0,2.0,N,1,367.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,MT,TANGARA DA SERRA,CENTRO,Y,71,0,9.0,2.0,,,0,0,0,0,1,N,46,780,780,0
14767,14769,C,10,Web,0,1,F,2,0,0,SC,TANGARA,1,SC,FRAIBURGO,SAO SEBASTIAO,Y,52,1.0,20.0,N,1,225.0,0.0,0,0,0,0,0,0,0,30000.0,1,Y, ,,,N, ,0,9.0,4.0,,,0,0,0,0,1,N,41,895,895,0
14768,14770,C,25,Web,0,1,M,2,1,0,RS,TAQUARA,1,RS,TAQUARA,CAMPESTRE,Y,54,1.0,7.0,N,1,484.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,TAQUARA,CENTRO,Y,54,0,9.0,5.0,,,0,0,0,0,1,N,38,956,956,0
14769,14771,C,25,Web,0,1,F,1,0,0,MA,TIMOM,1,GO,OCIDENTAL,CENTRO,Y,66,1.0,3.0,N,1,420.0,0.0,0,0,0,0,0,0,0,0.0,0,N,GO,CIDADE OCIDENTAL,CENTRO,N, ,0,,,,,0,0,0,0,1,N,38,728,728,0
14770,14772,C,10,Web,0,1,F,4,0,0,RS,SANTA BARBARA DO SUL,1,RS,SALDANHA MARINHO,VILA NOVA,Y,61,1.0,19.0,N,1,285.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,47,981,981,0
14771,14773,C,15,Carga,0,2,M,2,3,0,PB,joco pessoa,1,PB,JOAO PESSOA,JOSE AMERICO,Y,103,1.0,1.0,N,1,454.0,0.0,0,0,0,0,0,0,0,0.0,0,Y,PB,JOAO PESSOA,AGUA FRIA,Y,103,0,9.0,2.0,11.0,,0,0,0,0,1,N,32,580,580,0
14772,14774,C,1,0,0,1,F,2,0,0,RJ,Rio de Janeiro,1,PE,Olinda,Jardim Atlantico,Y,97,1.0,20.0,N,1,879.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,58,531,531,0
14773,14775,C,25,Carga,0,1,F,1,0,0,RJ,RIO DE JANEIRO,1,RJ,RIO DE JANEIRO,PADRE MIGUEL,Y,20,1.0,1.0,N,1,1590.0,0.0,0,0,0,0,0,0,0,0.0,0,Y, , , ,N, ,0,11.0,1.0,11.0,,0,0,0,0,1,N,55,217,217,0
14774,14776,C,5,Web,0,1,M,1,2,0,RS,RIO GRANDE,1,RS,PELOTAS,NAVEGANTES DOIS,Y,58,1.0,5.0,N,1,785.0,0.0,0,0,0,0,0,0,0,10000.0,0,Y, ,,,N, ,0,,2.0,,,0,0,0,0,1,N,40,960,960,0
14775,14777,C,5,Web,0,1,F,5,0,0,MG,Sete Lagoas,1,MG,Santa Luzia,Idulipe,Y,29,1.0,38.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,,1.0,,,0,0,0,0,1,N,64,330,330,0
14776,14778,C,5,Web,0,1,F,2,0,0,PR,SUMARE,1,SP,Sao Paulo,Jardim Santa Maria,Y,5,1.0,30.0,N,1,3000.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,39,357,357,0
14777,14779,C,20,0,0,1,F,1,1,0,BA,MASCOTE,1,BA,MASCOTE,SAO JOAO DO PARAISO,Y,84,1.0,16.0,N,1,693.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,2.0,,,0,0,0,0,2,N,25,458,458,1
14778,14780,C,5,0,0,1,M,6,0,0,GO,GALHEIRO,1,GO,POSSE,MAE BELA,Y,67,1.0,6.0,N,0,1862.0,0.0,0,0,0,0,0,1,1,45000.0,1,Y, ,,,N, ,0,12.0,5.0,16.0,4.0,0,0,0,0,2,N,39,739,739,0
14779,14781,C,1,Web,0,1,F,2,0,0,PE,CABO,1,PE,CABO,PONTE DOS CAVALHOS,Y,97,1.0,25.0,N,1,175.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,Y,97,0,,,,,0,0,0,0,1,N,37,545,545,0
14780,14782,C,15,Web,0,1,F,1,0,0,MG,MONTE AZUL,1,SP,SAO PAULO,JARDIM IPANEMA (ZONA OESTE),Y,5,1.0,5.0,N,1,500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,29,518,518,0
14781,14783,C,1,Web,0,1,M,1,0,0,RS,ENCRUZILHADA DO SUL,1,RS,ENCRUZILHADA DO SUL,INTERIOR,Y,54,1.0,36.0,N,1,800.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,6.0,4.0,,,0,0,0,0,1,N,37,966,966,0
14782,14784,C,25,Web,0,1,F,2,3,0,RS,SANANDUVA,1,RS,SAPIRANGA,AMARAL RIBEIRO,Y,54,1.0,10.0,N,1,421.0,600.0,0,0,0,0,0,0,0,0.0,0,Y, ,,,Y,54,0,9.0,2.0,,,0,0,0,0,1,N,41,938,938,0
14783,14785,C,1,Web,0,1,F,2,1,0,RS,pelotas,1,RS,Pelotas,areal,Y,58,1.0,7.0,N,1,478.6,0.0,1,1,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,9.0,2.0,,,0,0,0,0,1,N,36,960,960,0
14784,14786,C,15,0,0,1,M,2,2,0, , ,0,RJ,NOVA IGUACU,PONTO CHIC,Y,20,1.0,0.0,N,1,588.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,RJ,NOVA IGUACU,CERAMICA,Y,20,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,28,260,260,0
14785,14787,C,15,Web,0,1,F,2,1,0,CE,Farias Brito,1,CE,Juazeiro do Norte,Frei Damiao,Y,112,1.0,14.0,N,1,380.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,2.0,4.0,,,0,0,0,0,2,N,48,630,630,1
14786,14788,C,15,Web,0,1,F,2,0,0,SP,ATIBAIA,1,SP,Sao Paulo,Cangaiba,Y,5,1.0,1.0,N,1,1500.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,2.0,5.0,,,0,0,0,0,1,N,46,371,371,0
14787,14789,C,10,0,0,1,M,2,0,0,CE,CEDRO,1,CE,FORTALEZA,JARDIM IRACEMA,Y,107,1.0,28.0,N,1,500.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,,,N, ,0,,1.0,,,0,0,0,0,1,N,74,603,603,0
14788,14790,C,10,Web,0,1,F,1,3,0,PB,LIVRAMENTO,1,SP,Guarulhos,Jardim Centenario,Y,5,1.0,4.0,N,1,567.0,0.0,1,0,0,0,0,0,0,0.0,0,Y, ,,,N, ,0,9.0,2.0,,,0,0,0,0,1,N,29,727,727,1
14789,14791,C,10,Web,0,1,F,2,0,0,AC,xx,1,AM,MANAUS,CIDADE NOVA I,Y,118,1.0,1.0,N,1,351.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,1.0,11.0,,0,0,0,0,1,N,56,690,690,0
14790,14792,C,5,Carga,0,1,F,4,2,0,PA,BELEM,1,PA,BELEM,SACRAMENTA,Y,117,1.0,1.0,N,1,1000.0,0.0,0,0,0,0,0,1,1,0.0,0,N, ,,,Y,117,0,,,,,0,0,0,0,1,N,35,661,661,0
14791,14793,C,10,Web,0,1,F,6,0,0,CE,TRAIRA,1,SP,Sumare,Jardim Ipiranga (Nova Veneza),Y,18,1.0,8.0,N,1,453.0,0.0,0,0,0,0,0,0,0,0.0,0,N, ,,,N, ,0,9.0,5.0,,,0,0,0,0,1,N,37,131,131,0
14792,14794,C,25,0,0,1,M,2,5,0,SP,BARRA DO TURVO,1,SP,TAQUARIVAI,CARDOSINHO,Y,13,2.0,0.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,N, ,,,N, ,0,2.0,4.0,0.0,0.0,0,0,0,0,2,N,61,184,184,0
