Reason_1,Reason_2,Reason_3,Reason_4,Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,Month Value,Day of the week
0,0,0,1,2016-12-20,118,10,37,236.62900000000002,28,0,0,0,8,12,1
0,0,0,1,2016-12-22,235,11,37,236.62900000000002,29,1,1,1,2,12,3
0,0,0,1,2016-12-23,179,51,38,236.62900000000002,31,0,0,0,1,12,4
1,0,0,0,2016-12-20,235,20,43,236.62900000000002,38,0,1,0,8,12,1
1,0,0,0,2016-12-20,235,11,37,236.62900000000002,29,1,1,1,4,12,1
0,0,0,1,2016-12-21,260,50,36,236.62900000000002,23,0,4,0,8,12,2
0,0,0,1,2016-12-19,157,27,29,236.62900000000002,22,0,0,0,2,12,0
0,0,0,1,2016-12-19,179,51,38,236.62900000000002,31,0,0,0,3,12,0
0,0,1,0,2016-12-19,289,36,33,236.62900000000002,30,0,2,1,8,12,0
0,0,0,1,2017-01-04,225,26,28,330.061,24,0,1,2,5,1,2
0,0,1,0,2017-01-09,118,10,37,330.061,28,0,0,0,32,1,0
0,0,0,1,2017-01-09,155,12,34,330.061,25,0,2,0,2,1,0
1,0,0,0,2017-01-03,235,11,37,330.061,29,1,1,1,1,1,1
0,0,0,1,2017-01-03,155,12,34,330.061,25,0,2,0,4,1,1
0,0,0,1,2017-01-09,289,36,33,330.061,30,0,2,1,8,1,0
1,0,0,0,2017-01-11,291,31,40,330.061,25,0,1,1,8,1,2
0,0,0,1,2017-01-16,235,20,43,330.061,38,0,1,0,8,1,0
0,0,0,1,2017-01-16,118,13,50,330.061,31,0,1,0,4,1,0
0,0,0,1,2017-01-25,179,51,38,330.061,31,0,0,0,1,1,2
0,0,0,1,2017-01-27,179,51,38,330.061,31,0,0,0,1,1,4
0,0,0,1,2017-02-07,118,10,37,251.81799999999998,28,0,0,0,2,2,1
0,0,0,1,2017-02-01,179,51,38,251.81799999999998,31,0,0,0,3,2,2
1,0,0,0,2017-02-01,225,26,28,251.81799999999998,24,0,1,2,1,2,2
0,0,0,1,2017-02-03,289,36,33,251.81799999999998,30,0,2,1,3,2,4
0,0,0,1,2017-02-10,260,50,36,251.81799999999998,23,0,4,0,3,2,4
0,0,0,1,2017-02-17,179,51,38,251.81799999999998,31,0,0,0,3,2,4
0,0,0,1,2017-02-13,179,51,38,251.81799999999998,31,0,0,0,2,2,0
0,0,0,1,2017-02-15,179,51,38,251.81799999999998,31,0,0,0,3,2,2
1,0,0,0,2017-02-16,179,51,38,251.81799999999998,31,0,0,0,8,2,3
0,0,0,1,2017-02-16,246,25,41,251.81799999999998,23,0,0,0,8,2,3
0,0,0,1,2017-02-17,179,51,38,251.81799999999998,31,0,0,0,3,2,4
0,0,0,1,2017-02-13,189,29,33,251.81799999999998,25,0,2,2,8,2,0
0,0,0,1,2017-02-13,179,51,38,251.81799999999998,31,0,0,0,3,2,0
0,0,0,1,2017-02-21,246,25,41,251.81799999999998,23,0,0,0,2,2,1
0,0,0,1,2017-02-21,291,31,40,251.81799999999998,25,0,1,1,2,2,1
1,0,0,0,2017-02-22,157,27,29,251.81799999999998,22,0,0,0,16,2,2
0,0,0,1,2017-02-22,179,51,38,251.81799999999998,31,0,0,0,3,2,2
0,0,0,1,2017-02-24,179,51,38,251.81799999999998,31,0,0,0,3,2,4
1,0,0,0,2017-02-24,246,25,41,251.81799999999998,23,0,0,0,24,2,4
0,0,0,1,2017-02-22,179,51,38,251.81799999999998,31,0,0,0,3,2,2
0,0,0,1,2017-02-24,179,51,38,251.81799999999998,31,0,0,0,3,2,4
0,0,1,0,2017-03-07,118,10,37,244.387,28,0,0,0,8,3,1
0,0,1,0,2017-03-08,246,25,41,244.387,23,0,0,0,16,3,2
0,0,0,1,2017-03-10,246,25,41,244.387,23,0,0,0,2,3,4
0,0,0,1,2017-03-10,260,50,36,244.387,23,0,4,0,4,3,4
0,0,0,1,2017-03-13,179,51,38,244.387,31,0,0,0,2,3,0
0,0,0,1,2017-03-13,235,11,37,244.387,29,1,1,1,8,3,0
0,0,0,1,2017-03-14,179,22,40,244.387,22,1,2,0,8,3,1
0,0,0,1,2017-03-14,378,49,36,244.387,21,0,2,4,8,3,1
0,0,0,1,2017-03-20,179,51,38,244.387,31,0,0,0,16,3,0
0,0,0,1,2017-03-22,361,52,28,244.387,27,0,1,4,8,3,2
0,0,0,0,2017-03-22,369,17,31,244.387,25,0,3,0,0,3,2
0,0,1,0,2017-03-23,235,11,37,244.387,29,1,1,1,8,3,3
0,0,0,1,2017-03-24,118,13,50,244.387,31,0,1,0,2,3,4
1,0,0,0,2017-03-28,118,13,50,244.387,31,0,1,0,3,3,1
1,0,0,0,2017-03-29,118,13,50,244.387,31,0,1,0,8,3,2
0,0,0,0,2017-03-30,235,11,37,244.387,29,1,1,1,0,3,3
0,0,0,0,2017-03-30,246,25,41,244.387,23,0,0,0,0,3,3
0,0,0,0,2017-03-30,118,13,50,244.387,31,0,1,0,0,3,3
0,0,0,1,2017-03-31,179,51,38,244.387,31,0,0,0,8,3,4
0,0,0,1,2017-03-31,289,36,33,244.387,30,0,2,1,8,3,4
0,0,1,0,2017-03-27,260,50,36,244.387,23,0,4,0,8,3,0
0,0,0,1,2017-03-28,246,25,41,244.387,23,0,0,0,2,3,1
0,0,0,1,2017-04-05,179,51,38,239.40900000000002,31,0,0,0,4,4,2
0,0,0,1,2017-04-07,260,50,36,239.40900000000002,23,0,4,0,3,4,4
0,0,0,1,2017-04-07,330,16,28,239.40900000000002,25,1,0,0,4,4,4
0,0,0,1,2017-04-10,369,17,31,239.40900000000002,25,0,3,0,4,4,0
0,0,0,1,2017-04-10,248,25,47,239.40900000000002,32,0,2,1,4,4,0
0,0,0,1,2017-04-12,330,16,28,239.40900000000002,25,1,0,0,8,4,2
0,0,0,1,2017-04-12,179,51,38,239.40900000000002,31,0,0,0,8,4,2
0,0,0,1,2017-04-17,118,13,50,239.40900000000002,31,0,1,0,1,4,0
1,0,0,0,2017-04-19,118,13,50,239.40900000000002,31,0,1,0,120,4,2
0,0,0,1,2017-04-28,300,26,43,239.40900000000002,25,0,2,1,8,4,4
0,0,0,1,2017-04-28,260,50,36,239.40900000000002,23,0,4,0,4,4,4
0,0,0,1,2017-04-24,179,51,38,239.40900000000002,31,0,0,0,4,4,0
1,0,0,0,2017-04-26,118,10,37,239.40900000000002,28,0,0,0,2,4,2
1,0,0,0,2017-05-01,235,20,43,246.074,38,0,1,0,16,5,0
0,0,0,1,2017-05-03,248,25,47,246.074,32,0,2,1,2,5,2
1,0,0,0,2017-05-08,369,17,31,246.074,25,0,3,0,8,5,0
0,0,0,1,2017-05-10,179,26,30,246.074,19,1,0,0,3,5,2
0,0,0,1,2017-05-10,179,51,38,246.074,31,0,0,0,4,5,2
0,0,0,1,2017-05-11,361,52,28,246.074,27,0,1,4,1,5,3
0,0,0,1,2017-05-12,260,50,36,246.074,23,0,4,0,3,5,4
1,0,0,0,2017-05-15,179,22,40,246.074,22,1,2,0,2,5,0
1,0,0,0,2017-05-15,179,22,40,246.074,22,1,2,0,3,5,0
0,0,1,0,2017-05-17,228,14,58,246.074,22,0,2,1,8,5,2
0,0,0,1,2017-05-17,225,26,28,246.074,24,0,1,2,3,5,2
1,0,0,0,2017-05-19,330,16,28,246.074,25,1,0,0,8,5,4
0,0,0,1,2017-05-22,179,26,30,246.074,19,1,0,0,2,5,0
0,0,0,1,2017-05-22,118,10,37,246.074,28,0,0,0,1,5,0
1,0,0,0,2017-05-29,235,11,37,246.074,29,1,1,1,8,5,0
0,0,0,1,2017-05-31,179,26,30,246.074,19,1,0,0,3,5,2
0,0,0,1,2017-06-05,118,10,37,253.957,28,0,0,0,3,6,0
0,0,0,1,2017-06-05,179,51,38,253.957,31,0,0,0,3,6,0
0,0,0,1,2017-06-06,118,10,37,253.957,28,0,0,0,2,6,1
0,0,0,1,2017-06-08,225,26,28,253.957,24,0,1,2,4,6,3
0,0,0,1,2017-06-09,260,50,36,253.957,23,0,4,0,4,6,4
0,0,0,0,2017-06-09,179,51,38,253.957,31,0,0,0,0,6,4
1,0,0,0,2017-06-12,291,31,40,253.957,25,0,1,1,40,6,0
0,0,0,1,2017-06-12,179,51,38,253.957,31,0,0,0,24,6,0
0,0,0,1,2017-06-13,246,25,41,253.957,23,0,0,0,3,6,1
0,0,0,1,2017-06-19,179,51,38,253.957,31,0,0,0,4,6,0
0,0,0,1,2017-06-20,235,20,43,253.957,38,0,1,0,8,6,1
0,0,0,1,2017-06-26,179,51,38,253.957,31,0,0,0,2,6,0
0,0,0,1,2017-06-28,225,26,28,253.957,24,0,1,2,2,6,2
0,0,0,1,2017-06-28,118,13,50,253.957,31,0,1,0,2,6,2
1,0,0,0,2017-06-28,179,51,38,253.957,31,0,0,0,8,6,2
0,0,1,0,2017-06-28,179,26,30,253.957,19,1,0,0,2,6,2
0,0,0,1,2017-06-30,246,25,41,253.957,23,0,0,0,2,6,4
1,0,0,0,2017-06-27,330,16,28,253.957,25,1,0,0,1,6,1
1,0,0,0,2017-06-27,235,11,37,253.957,29,1,1,1,8,6,1
0,0,0,1,2017-07-06,179,26,30,230.29,19,1,0,0,2,7,3
0,0,0,1,2017-07-06,225,26,28,230.29,24,0,1,2,4,7,3
1,0,0,0,2017-07-07,260,50,36,230.29,23,0,4,0,8,7,4
1,0,0,0,2017-07-10,268,11,33,230.29,25,1,0,0,8,7,0
0,0,0,1,2017-07-14,330,16,28,230.29,25,1,0,0,8,7,4
0,0,0,1,2017-07-14,118,10,37,230.29,28,0,0,0,8,7,4
0,0,0,1,2017-07-17,260,50,36,230.29,23,0,4,0,4,7,0
0,0,0,1,2017-07-18,118,10,37,230.29,28,0,0,0,8,7,1
0,1,0,0,2017-07-24,300,26,43,230.29,25,0,2,1,8,7,0
0,0,0,1,2017-07-24,235,29,48,230.29,33,0,1,5,1,7,0
0,0,0,1,2017-07-25,246,25,41,230.29,23,0,0,0,2,7,1
1,0,0,0,2017-07-25,225,26,28,230.29,24,0,1,2,112,7,1
0,0,0,1,2017-07-25,179,51,38,230.29,31,0,0,0,1,7,1
0,0,0,1,2017-07-28,118,13,50,230.29,31,0,1,0,1,7,4
0,0,0,1,2017-07-28,361,52,28,230.29,27,0,1,4,8,7,4
0,0,0,1,2017-07-24,289,36,33,230.29,30,0,2,1,8,7,0
0,0,0,1,2017-07-24,235,20,43,230.29,38,0,1,0,8,7,0
0,0,0,1,2017-07-25,246,25,41,230.29,23,0,0,0,2,7,1
0,0,0,1,2017-07-27,291,31,40,230.29,25,0,1,1,1,7,3
0,0,0,1,2017-07-27,279,5,39,230.29,24,0,2,0,2,7,3
0,0,0,1,2017-08-03,179,51,38,249.797,31,0,0,0,4,8,3
0,0,0,1,2017-08-07,179,22,40,249.797,22,1,2,0,1,8,0
0,0,0,1,2017-08-08,246,25,41,249.797,23,0,0,0,4,8,1
0,0,0,1,2017-08-08,118,10,37,249.797,28,0,0,0,4,8,1
0,0,0,1,2017-08-08,289,36,33,249.797,30,0,2,1,8,8,1
0,0,0,1,2017-08-08,235,20,43,249.797,38,0,1,0,8,8,1
0,0,0,1,2017-08-10,291,31,40,249.797,25,0,1,1,4,8,3
0,0,0,1,2017-08-14,179,51,38,249.797,31,0,0,0,4,8,0
0,0,0,1,2017-08-15,179,22,40,249.797,22,1,2,0,8,8,1
0,0,0,1,2017-08-17,330,16,28,249.797,25,1,0,0,16,8,3
0,0,0,1,2017-08-22,235,11,37,249.797,29,1,1,1,4,8,1
0,0,0,1,2017-08-22,246,25,41,249.797,23,0,0,0,1,8,1
0,0,0,1,2017-08-22,118,10,37,249.797,28,0,0,0,5,8,1
0,0,0,1,2017-08-24,291,31,40,249.797,25,0,1,1,2,8,3
0,0,0,1,2017-08-28,260,50,36,249.797,23,0,4,0,3,8,0
0,0,0,1,2017-09-05,246,25,41,261.756,23,0,0,0,1,9,1
0,0,0,1,2017-09-05,246,25,41,261.756,23,0,0,0,1,9,1
0,0,0,1,2017-09-05,118,10,37,261.756,28,0,0,0,3,9,1
0,0,0,1,2017-09-05,155,12,34,261.756,25,0,2,0,2,9,1
0,0,0,1,2017-09-07,291,31,40,261.756,25,0,1,1,2,9,3
0,0,0,1,2017-09-08,179,26,30,261.756,19,1,0,0,8,9,4
0,0,0,1,2017-09-08,248,25,47,261.756,32,0,2,1,1,9,4
0,0,0,1,2017-09-11,179,51,38,261.756,31,0,0,0,4,9,0
0,0,0,1,2017-09-13,225,26,28,261.756,24,0,1,2,1,9,2
0,0,0,1,2017-09-18,179,26,30,261.756,19,1,0,0,2,9,0
0,0,0,1,2017-09-19,369,17,31,261.756,25,0,3,0,8,9,1
0,0,0,1,2017-09-26,361,52,28,261.756,27,0,1,4,8,9,1
1,0,0,0,2017-10-05,289,48,49,284.853,36,0,0,2,1,10,3
1,0,0,0,2017-10-05,235,16,32,284.853,25,1,0,0,3,10,3
0,0,0,1,2017-10-06,246,25,41,284.853,23,0,0,0,8,10,4
1,0,0,0,2017-10-11,289,48,49,284.853,36,0,0,2,3,10,2
0,0,0,1,2017-10-11,291,31,40,284.853,25,0,1,1,2,10,2
0,0,0,1,2017-10-17,118,10,37,284.853,28,0,0,0,2,10,1
0,0,0,1,2017-10-19,289,48,49,284.853,36,0,0,2,2,10,3
0,0,0,1,2017-10-20,291,31,40,284.853,25,0,1,1,1,10,4
0,0,0,1,2017-10-24,225,26,28,284.853,24,0,1,2,2,10,1
0,0,0,1,2017-10-24,369,17,31,284.853,25,0,3,0,8,10,1
0,0,0,1,2017-10-24,369,17,31,284.853,25,0,3,0,3,10,1
0,0,0,1,2017-10-24,225,26,28,284.853,24,0,1,2,4,10,1
0,0,0,1,2017-10-24,369,17,31,284.853,25,0,3,0,8,10,1
0,0,0,1,2017-10-25,179,51,38,284.853,31,0,0,0,3,10,2
1,0,0,0,2017-10-25,228,14,58,284.853,22,0,2,1,1,10,2
0,0,0,1,2017-10-25,291,31,40,284.853,25,0,1,1,1,10,2
1,0,0,0,2017-10-26,369,17,31,284.853,25,0,3,0,8,10,3
1,0,0,0,2017-10-26,225,26,28,284.853,24,0,1,2,1,10,3
1,0,0,0,2017-10-27,369,17,31,284.853,25,0,3,0,8,10,4
1,0,0,0,2017-10-27,225,26,28,284.853,24,0,1,2,3,10,4
0,0,0,1,2017-10-29,189,29,33,284.853,25,0,2,2,8,10,6
1,0,0,0,2017-10-29,235,16,32,284.853,25,1,0,0,8,10,6
1,0,0,0,2017-10-29,248,25,47,284.853,32,0,2,1,8,10,6
0,0,0,0,2017-10-29,225,26,28,284.853,24,0,1,2,0,10,6
1,0,0,0,2017-10-31,225,26,28,284.853,24,0,1,2,3,10,1
0,0,1,0,2017-11-07,179,51,38,268.519,31,0,0,0,1,11,1
0,0,0,1,2017-11-08,118,10,37,268.519,28,0,0,0,3,11,2
1,0,0,0,2017-11-08,330,16,28,268.519,25,1,0,0,24,11,2
0,0,0,1,2017-11-10,179,51,38,268.519,31,0,0,0,1,11,4
1,0,0,0,2017-11-14,118,10,37,268.519,28,0,0,0,8,11,1
0,0,0,1,2017-11-15,289,36,33,268.519,30,0,2,1,8,11,2
1,0,0,0,2017-11-17,235,16,32,268.519,25,1,0,0,8,11,4
0,0,0,1,2017-11-17,225,26,28,268.519,24,0,1,2,4,11,4
0,0,0,1,2017-11-21,361,52,28,268.519,27,0,1,4,8,11,1
0,0,0,1,2017-11-22,291,31,40,268.519,25,0,1,1,2,11,2
1,0,0,0,2017-11-23,118,10,37,268.519,28,0,0,0,2,11,3
1,0,0,0,2017-11-23,225,26,28,268.519,24,0,1,2,3,11,3
0,0,0,1,2017-11-27,179,51,38,268.519,31,0,0,0,1,11,0
0,0,0,1,2017-11-27,118,10,37,268.519,28,0,0,0,8,11,0
1,0,0,0,2017-11-28,118,10,37,268.519,28,0,0,0,8,11,1
0,0,0,1,2017-11-28,225,26,28,268.519,24,0,1,2,2,11,1
0,0,0,0,2017-11-28,291,31,40,268.519,25,0,1,1,0,11,1
0,0,0,0,2017-11-29,289,36,33,268.519,30,0,2,1,0,11,2
1,0,0,0,2017-11-30,248,25,47,268.519,32,0,2,1,4,11,3
0,0,0,0,2017-11-30,235,20,43,268.519,38,0,1,0,0,11,3
0,0,0,1,2017-11-24,225,26,28,268.519,24,0,1,2,2,11,4
0,0,0,1,2017-11-24,369,17,31,268.519,25,0,3,0,8,11,4
0,0,0,1,2017-11-27,361,52,28,268.519,27,0,1,4,2,11,0
1,0,0,0,2017-12-05,179,51,38,280.54900000000004,31,0,0,0,32,12,1
0,0,0,1,2017-12-06,291,31,40,280.54900000000004,25,0,1,1,1,12,2
0,0,0,1,2017-12-06,225,26,28,280.54900000000004,24,0,1,2,3,12,2
1,0,0,0,2017-12-08,179,26,30,280.54900000000004,19,1,0,0,1,12,4
0,0,0,1,2017-12-08,225,26,28,280.54900000000004,24,0,1,2,3,12,4
0,0,0,1,2017-12-13,225,26,28,280.54900000000004,24,0,1,2,3,12,2
1,0,0,0,2017-12-14,361,52,28,280.54900000000004,27,0,1,4,4,12,3
0,0,1,0,2017-12-15,179,22,40,280.54900000000004,22,1,2,0,2,12,4
0,0,0,1,2017-12-15,235,20,43,280.54900000000004,38,0,1,0,8,12,4
0,0,1,0,2017-12-18,233,51,31,280.54900000000004,21,1,1,8,8,12,0
1,0,0,0,2017-12-19,179,26,30,280.54900000000004,19,1,0,0,16,12,1
0,0,0,1,2017-12-19,225,26,28,280.54900000000004,24,0,1,2,2,12,1
0,0,0,1,2017-12-21,225,26,28,280.54900000000004,24,0,1,2,3,12,3
0,0,0,1,2017-12-18,225,26,28,280.54900000000004,24,0,1,2,2,12,0
0,0,1,0,2017-12-19,155,12,34,280.54900000000004,25,0,2,0,80,12,1
1,0,0,0,2018-01-01,179,26,30,313.532,19,1,0,0,24,1,0
1,0,0,0,2018-01-04,179,26,30,313.532,19,1,0,0,16,1,3
0,0,0,1,2018-01-04,179,22,40,313.532,22,1,2,0,2,1,3
0,0,0,1,2018-01-05,179,22,40,313.532,22,1,2,0,2,1,4
1,0,0,0,2018-01-08,179,26,30,313.532,19,1,0,0,3,1,0
0,0,0,1,2018-01-10,179,22,40,313.532,22,1,2,0,2,1,2
1,0,0,0,2018-01-11,289,48,49,313.532,36,0,0,2,8,1,3
0,0,1,0,2018-01-12,179,22,40,313.532,22,1,2,0,3,1,4
0,0,0,1,2018-01-15,179,26,30,313.532,19,1,0,0,2,1,0
0,0,1,0,2018-01-16,155,12,34,313.532,25,0,2,0,8,1,1
0,0,0,1,2018-01-17,179,26,30,313.532,19,1,0,0,2,1,2
0,0,0,1,2018-01-17,179,51,38,313.532,31,0,0,0,3,1,2
1,0,0,0,2018-01-17,289,36,33,313.532,30,0,2,1,8,1,2
0,0,0,1,2018-01-18,179,51,38,313.532,31,0,0,0,3,1,3
0,0,0,1,2018-01-26,179,51,38,313.532,31,0,0,0,2,1,4
1,0,0,0,2018-02-06,179,51,38,264.249,31,0,0,0,8,2,1
0,0,0,1,2018-02-06,225,26,28,264.249,24,0,1,2,3,2,1
1,0,0,0,2018-02-07,248,25,47,264.249,32,0,2,1,8,2,2
0,0,0,1,2018-02-07,179,51,38,264.249,31,0,0,0,2,2,2
0,0,0,1,2018-02-08,225,26,28,264.249,24,0,1,2,3,2,3
0,0,0,1,2018-02-08,179,51,38,264.249,31,0,0,0,2,2,3
0,0,0,1,2018-02-08,179,26,30,264.249,19,1,0,0,2,2,3
0,0,0,1,2018-02-09,225,15,41,264.249,28,1,2,2,2,2,4
0,0,0,1,2018-02-09,179,51,38,264.249,31,0,0,0,2,2,4
0,0,1,0,2018-02-12,233,51,31,264.249,21,1,1,8,2,2,0
0,0,0,1,2018-02-12,179,51,38,264.249,31,0,0,0,2,2,0
1,0,0,0,2018-02-13,225,26,28,264.249,24,0,1,2,8,2,1
0,0,0,1,2018-02-14,179,51,38,264.249,31,0,0,0,3,2,2
0,0,0,1,2018-02-15,179,51,38,264.249,31,0,0,0,3,2,3
0,0,0,1,2018-02-15,225,26,28,264.249,24,0,1,2,3,2,3
1,0,0,0,2018-02-15,179,26,30,264.249,19,1,0,0,2,2,3
0,0,0,1,2018-02-16,179,22,40,264.249,22,1,2,0,2,2,4
0,0,0,1,2018-02-16,179,51,38,264.249,31,0,0,0,3,2,4
1,0,0,0,2018-02-21,233,51,31,264.249,21,1,1,8,3,2,2
0,0,0,1,2018-02-21,179,26,30,264.249,19,1,0,0,2,2,2
0,0,0,1,2018-02-21,179,51,38,264.249,31,0,0,0,2,2,2
1,0,0,0,2018-02-22,179,51,38,264.249,31,0,0,0,8,2,3
0,0,0,1,2018-02-23,179,51,38,264.249,31,0,0,0,2,2,4
0,0,0,1,2018-02-26,155,12,34,264.249,25,0,2,0,5,2,0
0,0,0,1,2018-02-26,235,16,32,264.249,25,1,0,0,3,2,0
0,0,0,1,2018-02-26,179,51,38,264.249,31,0,0,0,2,2,0
1,0,0,0,2018-02-26,225,26,28,264.249,24,0,1,2,2,2,0
0,0,0,1,2018-02-27,179,51,38,264.249,31,0,0,0,2,2,1
0,0,0,1,2018-02-27,248,25,47,264.249,32,0,2,1,2,2,1
0,0,0,1,2018-02-27,225,26,28,264.249,24,0,1,2,2,2,1
0,0,0,1,2018-02-28,179,51,38,264.249,31,0,0,0,2,2,2
0,0,0,1,2018-02-22,179,51,38,264.249,31,0,0,0,2,2,3
0,0,0,1,2018-02-23,235,16,32,264.249,25,1,0,0,2,2,4
0,0,0,1,2018-03-05,179,51,38,222.196,31,0,0,0,2,3,0
0,0,0,1,2018-03-05,248,25,47,222.196,32,0,2,1,2,3,0
0,0,0,1,2018-03-06,228,14,58,222.196,22,0,2,1,3,3,1
0,0,0,1,2018-03-06,248,25,47,222.196,32,0,2,1,3,3,1
1,0,0,0,2018-03-06,228,14,58,222.196,22,0,2,1,112,3,1
0,0,0,1,2018-03-07,179,51,38,222.196,31,0,0,0,2,3,2
0,0,0,1,2018-03-08,225,26,28,222.196,24,0,1,2,2,3,3
0,0,0,1,2018-03-08,179,51,38,222.196,31,0,0,0,3,3,3
0,0,0,1,2018-03-08,225,26,28,222.196,24,0,1,2,2,3,3
0,0,0,1,2018-03-09,179,26,30,222.196,19,1,0,0,3,3,4
0,0,0,1,2018-03-12,235,16,32,222.196,25,1,0,0,3,3,0
0,0,1,0,2018-03-12,361,52,28,222.196,27,0,1,4,8,3,0
1,0,0,0,2018-03-13,179,51,38,222.196,31,0,0,0,8,3,1
0,0,0,1,2018-03-14,179,51,38,222.196,31,0,0,0,2,3,2
0,0,0,1,2018-03-15,179,51,38,222.196,31,0,0,0,3,3,3
0,0,0,1,2018-03-16,179,26,30,222.196,19,1,0,0,2,3,4
1,0,0,0,2018-03-19,179,51,38,222.196,31,0,0,0,4,3,0
1,0,0,0,2018-03-19,248,25,47,222.196,32,0,2,1,2,3,0
0,0,0,1,2018-03-19,179,51,38,222.196,31,0,0,0,3,3,0
1,0,0,0,2018-03-19,225,26,28,222.196,24,0,1,2,8,3,0
0,0,0,1,2018-03-20,179,51,38,222.196,31,0,0,0,2,3,1
0,0,0,1,2018-03-21,289,36,33,222.196,30,0,2,1,8,3,2
0,0,0,1,2018-03-21,228,14,58,222.196,22,0,2,1,2,3,2
0,0,0,1,2018-03-21,179,51,38,222.196,31,0,0,0,2,3,2
0,0,0,1,2018-03-22,248,25,47,222.196,32,0,2,1,3,3,3
0,0,0,1,2018-03-22,179,51,38,222.196,31,0,0,0,3,3,3
0,0,0,1,2018-03-23,179,26,30,222.196,19,1,0,0,2,3,4
0,0,0,1,2018-03-23,179,51,38,222.196,31,0,0,0,3,3,4
0,0,0,1,2018-03-27,179,51,38,222.196,31,0,0,0,3,3,1
0,0,0,1,2018-03-28,118,15,46,222.196,25,0,2,0,8,3,2
1,0,0,0,2018-03-28,155,12,34,222.196,25,0,2,0,24,3,2
0,0,0,1,2018-03-28,179,51,38,222.196,31,0,0,0,3,3,2
0,0,0,1,2018-03-29,179,51,38,222.196,31,0,0,0,3,3,3
1,0,0,0,2018-03-26,179,26,30,222.196,19,1,0,0,2,3,0
0,0,1,0,2018-03-26,289,36,33,222.196,30,0,2,1,104,3,0
0,0,0,1,2018-03-28,369,17,31,222.196,25,0,3,0,8,3,2
1,0,0,0,2018-04-02,225,26,28,246.28799999999998,24,0,1,2,8,4,0
1,0,0,0,2018-04-02,118,10,37,246.28799999999998,28,0,0,0,8,4,0
0,0,1,0,2018-04-03,361,52,28,246.28799999999998,27,0,1,4,8,4,1
0,0,1,0,2018-04-04,248,25,47,246.28799999999998,32,0,2,1,8,4,2
1,0,0,0,2018-04-05,189,29,33,246.28799999999998,25,0,2,2,8,4,3
0,0,0,1,2018-04-06,179,26,30,246.28799999999998,19,1,0,0,2,4,4
1,0,0,0,2018-04-09,369,17,31,246.28799999999998,25,0,3,0,24,4,0
0,1,0,0,2018-04-10,179,22,40,246.28799999999998,22,1,2,0,2,4,1
0,0,0,1,2018-04-10,118,13,50,246.28799999999998,31,0,1,0,3,4,1
0,0,0,1,2018-04-10,361,52,28,246.28799999999998,27,0,1,4,2,4,1
1,0,0,0,2018-04-11,118,10,37,246.28799999999998,28,0,0,0,2,4,2
0,0,0,1,2018-04-13,235,11,37,246.28799999999998,29,1,1,1,8,4,4
0,0,0,1,2018-04-13,179,26,30,246.28799999999998,19,1,0,0,2,4,4
0,0,1,0,2018-04-16,225,26,28,246.28799999999998,24,0,1,2,8,4,0
0,1,0,0,2018-04-17,235,16,32,246.28799999999998,25,1,0,0,3,4,1
0,0,0,1,2018-04-20,179,26,30,246.28799999999998,19,1,0,0,2,4,4
0,0,0,1,2018-04-24,155,12,34,246.28799999999998,25,0,2,0,4,4,1
0,0,1,0,2018-04-26,225,26,28,246.28799999999998,24,0,1,2,8,4,3
1,0,0,0,2018-04-26,118,13,50,246.28799999999998,31,0,1,0,2,4,3
0,0,0,1,2018-04-27,179,26,30,246.28799999999998,19,1,0,0,2,4,4
0,0,0,1,2018-05-07,235,11,37,237.65599999999998,29,1,1,1,8,5,0
0,0,1,0,2018-05-09,225,15,41,237.65599999999998,28,1,2,2,3,5,2
0,0,0,1,2018-05-09,235,16,32,237.65599999999998,25,1,0,0,2,5,2
1,0,0,0,2018-05-09,118,10,37,237.65599999999998,28,0,0,0,3,5,2
0,0,0,1,2018-05-09,235,20,43,237.65599999999998,38,0,1,0,8,5,2
1,0,0,0,2018-05-10,179,26,30,237.65599999999998,19,1,0,0,1,5,3
0,0,0,1,2018-05-10,291,31,40,237.65599999999998,25,0,1,1,2,5,3
1,0,0,0,2018-05-10,225,15,41,237.65599999999998,28,1,2,2,8,5,3
0,0,1,0,2018-05-11,300,26,43,237.65599999999998,25,0,2,1,64,5,4
0,0,0,1,2018-05-11,225,15,41,237.65599999999998,28,1,2,2,8,5,4
0,0,0,1,2018-05-11,179,26,30,237.65599999999998,19,1,0,0,2,5,4
0,0,0,1,2018-05-14,118,13,50,237.65599999999998,31,0,1,0,2,5,0
1,0,0,0,2018-05-15,118,13,50,237.65599999999998,31,0,1,0,3,5,1
0,0,0,1,2018-05-15,118,10,37,237.65599999999998,28,0,0,0,1,5,1
0,0,0,0,2018-05-15,118,13,50,237.65599999999998,31,0,1,0,0,5,1
0,0,0,1,2018-05-16,179,26,30,237.65599999999998,19,1,0,0,2,5,2
0,0,0,0,2018-05-16,378,49,36,237.65599999999998,21,0,2,4,0,5,2
0,1,0,0,2018-05-18,179,22,40,237.65599999999998,22,1,2,0,1,5,4
1,0,0,0,2018-05-21,155,12,34,237.65599999999998,25,0,2,0,48,5,0
1,0,0,0,2018-05-21,235,16,32,237.65599999999998,25,1,0,0,8,5,0
0,0,0,1,2018-05-23,291,31,40,237.65599999999998,25,0,1,1,8,5,2
