id_cliente,compras,recencia,valor
2496,3,11,204.84
2497,1,6.1,278.81
2498,1,8,163.59
2499,4,8.8,167.59
2500,1,9.5,294.33
2501,9,2.6,464.64
2502,9,6.1,388.16
2503,1,6.4,338.96
2504,1,10.4,405.04
2505,2,11,88.73
2506,1,6.05,212.89
2507,1,8.6,81.97
2508,3,4.3,294.78
2509,5,5.9,363.96
2510,2,12,285.06
2511,2,6.8,446.39
2512,1,8.3,439.86
2513,7,5.7,361.68
2514,1,9.2,110.7
2515,1,7.2,479.78
2516,3,9.1,279.54
2517,3,8,210.73
2518,3,8.5,134.11
2519,3,8,153.55
2520,2,8.3,143.79
2521,1,8,250.45
2522,1,7,199.78
2523,9,4.6,595.6
2524,3,6.6,333.03
2525,1,10.3,196.72
2526,2,6.6,162.39
2527,5,6.4,465.41
2528,1,10,165.92
2529,1,9.2,110.7
2530,3,9.2,111.68
2531,4,9.8,523.44
2532,3,4.6,193.1
2533,2,10.5,505.09
2534,4,8.6,217.35
2535,4,11.3,228.86
2536,4,6.4,267.42
2537,4,6,117.75
2538,4,7,464.64
2539,2,11.6,373.2
2540,1,7.5,295.29
2541,4,10.2,253.68
2542,3,9,173.78
2543,7,3.1,541.11
2544,3,7,202.78
2545,1,5.5,122.99
2546,4,8.3,514.87
2547,2,10,185.73
2548,5,5.5,381.57
2549,1,3.2,205.69
2550,1,6,247.02
2551,1,10,122.66
2552,3,9.3,298.79
2553,1,5,301.5
2554,3,8.25,210.28
2555,2,9.7,288.27
2556,2,7.5,191.01
2557,5,4.6,417.61
2558,4,6.05,214.74
2559,2,6.1,118.58
2560,1,7,123.38
2561,1,6,246.11
2562,1,6.5,122.95
2563,3,6,90.22
2564,3,8.5,285.45
2565,1,5,72.06
2566,2,6.15,291.06
2567,1,11.9,180.48
2568,2,6.1,133.56
2569,5,3.6,267.11
2570,3,7.8,199.31
2571,3,7.8,88.3
2572,1,11.1,251.87
2573,2,9.5,169.43
2574,1,6.7,529.98
2575,3,3.1,275.6
2576,1,9.1,214.8
2577,2,6,115.6
2578,2,8,119.39
2579,3,8,260.64
2580,1,7.3,267.77
2581,3,5,175.56
2582,4,7.6,110.04
2583,9,4.6,326.63
2584,2,7.8,163.26
2585,1,9,67.66
2586,1,11,209.83
2587,3,8.5,303.09
2588,2,7,65.83
2589,2,8.5,198.96
2590,1,2.9,312.38
2591,4,9,225.7
2592,1,12,135.78
2593,1,9.5,268.94
2594,1,8,87.73
2595,3,5.7,130.14
2596,5,4.6,343.61
2597,1,10.5,189.98
2598,2,6,269.8
2599,2,3.6,210.1
2600,3,7,96.57
2601,4,6.6,171.82
2602,1,7.3,243.93
2603,3,7.7,102.1
2604,4,6.5,271.62
2605,2,6.8,299.38
2606,2,9,305.64
2607,3,9.7,131.15
2608,1,10,107.25
2609,1,8,241.75
2610,4,8.85,260.46
2611,2,6,247.72
2612,4,4.2,297.62
2613,3,9.5,152.39
2614,4,11.9,457.53
2615,2,6.85,529.25
2616,4,9.1,249.52
2617,1,7,233.73
2618,1,9,283.87
2619,4,7.45,202.63
2620,4,7.15,571.87
2621,1,10,275.26
2622,2,5.2,336.63
2623,2,10,231.21
2624,4,3.5,636.49
2625,3,6,265.01
2626,3,9.5,71.47
2627,4,6.15,461.9
2628,2,10.1,264.71
2629,2,5,69.9
2630,2,5.4,134.14
2631,3,6.9,228.39
2632,1,12,210.37
2633,1,10.4,445.02
2634,1,9,179.04
2635,3,8.4,227.1
2636,1,7.4,107.15
2637,8,5.7,357.75
2638,1,10,131.9
2639,3,9.6,113.98
2640,3,8,150.71
2641,3,4.3,226.72
2642,9,6.2,414.22
2643,4,7.9,389.45
2644,1,8.5,292.82
2645,1,11,300.62
2646,1,8,207.65
2647,1,10,246.71
2648,3,6.4,182.59
2649,1,10,71.1
2650,8,5.6,503.67
2651,2,5.9,215.33
2652,4,6.15,461.9
2653,2,10,129.27
2654,1,6,217.81
2655,4,6.5,572.14
2656,1,7.1,321.81
2657,3,7.3,294.72
2658,1,8,250.31
2659,4,6.9,221.4
2660,2,3.1,196.55
2661,1,10,139.51
2662,1,8.8,185.36
2663,4,6.9,303.52
2664,1,12,252.62
2665,4,9.7,150.19
2666,2,7,549.55
2667,2,4.8,118.27
2668,1,10.3,129.05
2669,3,6,67.63
2670,1,10.2,316.63
2671,2,10,258.74
2672,2,8.05,65.82
2673,1,8.5,144.96
2674,1,5,214.67
2675,3,8,74.44
2676,2,11.6,485.22
2677,4,10.6,109.08
2678,8,4.4,636.38
2679,2,11.2,295.81
2680,1,8,209.32
2681,4,6.7,125.15
2682,2,9.5,193.79
2683,3,7.4,287.11
2684,1,6.4,402.97
2685,2,8.6,344.07
2686,3,9.8,142.24
2687,2,3.4,294.84
2688,1,11.9,387.53
2689,3,8,131.7
2690,4,9.2,159.67
2691,3,12,91.7
2692,3,11,119.65
2693,2,10.7,431.33
2694,2,12,209.22
2695,4,3.8,244.22
2696,8,4.1,636.1
2697,2,9.1,248.59
2698,1,8,284.92
2699,1,8.5,202.78
2700,2,5.3,308.77
2701,2,10,208.33
2702,3,6.2,539.03
2703,5,8.7,194.18
2704,5,3.7,269.17
2705,3,7.5,177.17
2706,4,6.5,132.01
2707,2,10,72.53
2708,3,9,297.44
2709,3,7,248.65
2710,3,10,355.51
2711,2,8.45,295.64
2712,3,4.3,253.8
2713,3,11.1,189.85
2714,2,9.6,412.17
2715,1,7,249.78
2716,2,6.5,212.97
2717,1,6.4,538.43
2718,1,6,122.81
2719,3,6,274.21
2720,1,10.3,171.76
2721,3,5.8,225.31
2722,1,8.2,355.66
2723,3,5.8,268.27
2724,3,9.5,73.49
2725,3,7.65,100.04
2726,2,10.45,68.62
2727,1,6.35,542.34
2728,1,6.5,259.53
2729,4,7.95,108.68
2730,2,9,260.74
2731,7,2.5,524.51
2732,1,5,195.63
2733,3,9,284.48
2734,4,8.8,235.31
2735,3,9.4,483.97
2736,2,8,185.63
2737,2,9,220.63
2738,1,6.2,463.95
2739,3,6.2,83.1
2740,1,7,89.07
2741,1,8.4,191.87
2742,5,4.1,541.11
2743,2,7.7,193.15
2744,1,7,135.94
2745,2,6.9,113.36
2746,1,9,97.59
2747,3,8.1,322.55
2748,3,8,80.28
2749,2,6,177.8
2750,2,8.7,219.31
2751,5,4.2,338.26
2752,2,9.8,127.58
2753,5,3.7,264.15
2754,3,10,183.67
2755,1,7,231.4
2756,4,6.9,137.33
2757,2,8,290.58
2758,1,7,213.03
2759,4,6.95,151.66
2760,3,7.3,319.73
2761,1,7,245.41
2762,1,8.3,297.05
2763,3,6.1,184.96
2764,1,6.7,410.25
2765,3,8,124.77
2766,1,10.4,519.97
2767,1,8.1,69.98
2768,4,8.5,184.99
2769,10,5.2,461.27
2770,1,6.5,63.69
2771,2,7.9,371.45
2772,4,8.8,257.44
2773,3,9,75.74
2774,4,11.7,514.27
2775,3,5.6,156.02
2776,1,5,277.99
2777,2,6,250.2
2778,2,8.3,238.38
2779,4,4.3,128.72
2780,1,7,286.56
2781,1,5.6,298.31
2782,1,9.5,125.55
2783,1,8.8,275.23
2784,1,10,223.01
2785,3,8,254.27
2786,1,7.1,101.87
2787,1,6.9,214.53
2788,3,10.2,253.69
2789,4,7.1,265.74
2790,4,4.1,165.58
2791,1,10.7,507.32
2792,2,9,201.09
2793,3,5.2,220.71
2794,3,8.4,362.96
2795,10,4.3,567.37
2796,1,9.5,238.2
2797,1,6,242.54
2798,2,9.8,142.59
2799,1,9.1,117.86
2800,1,9,278.38
2801,1,9.9,122.35
2802,10,6.3,456.29
2803,3,9.8,304.59
2804,1,6.5,109.68
2805,5,6.7,253.12
2806,5,6.6,355.03
2807,4,6.85,188.46
2808,1,6.6,370.78
2809,3,5.7,171.47
2810,5,6.2,626.24
2811,2,11.8,86.54
2812,4,3.9,218.41
2813,4,9.85,129.45
2814,1,7,102.35
2815,1,9.1,181.88
2816,1,6.6,454.75
2817,1,6.5,215.53
2818,3,8.55,289.81
2819,1,9.5,255.24
2820,1,8.1,256.86
2821,2,10.2,246.7
2822,4,10,283.73
2823,4,5.5,579.55
2824,1,5.8,203.23
2825,10,4.1,448.09
2826,3,9.1,165.86
2827,3,9,269.75
2828,1,7.8,573.4
2829,3,5,61.63
2830,5,4.6,182.04
2831,4,9.7,343.15
2832,3,7.8,136.59
2833,2,7.15,281.09
2834,2,9,85.16
2835,3,3.9,210.38
2836,2,5.7,308.21
2837,4,9,317.48
2838,1,7.5,209.32
2839,2,8,166.12
2840,3,9,297.97
2841,1,9,166.65
2842,2,9.3,446.94
2843,1,6.5,289.57
2844,1,10,112.43
2845,1,7.1,165.94
2846,4,7.9,194.54
2847,2,6.4,275.12
2848,7,4.9,328.92
2849,1,9.1,338.59
2850,1,9.1,123.92
2851,3,8,288.46
2852,4,8.2,456.76
2853,4,10.8,361.39
2854,4,10.35,263.46
2855,2,8.3,173.76
2856,1,10,125.09
2857,3,5,184.1
2858,3,4.6,225.03
2859,3,6.8,136.31
2860,7,4.4,447.4
2861,4,6.2,147.67
2862,4,7.85,153.45
2863,1,11,259.08
2864,1,9.5,235.28
2865,1,9.4,190.9
2866,7,4.4,513.39
2867,2,5.9,101.66
2868,4,5.2,343.68
2869,4,7.05,255.65
2870,3,8.5,146.69
2871,1,7.5,141.48
2872,3,10.1,353.56
2873,3,6.85,75.49
2874,4,10.4,114.87
2875,3,6.6,291.09
2876,1,9,223.19
2877,1,5.8,134.31
2878,1,6.2,166.19
2879,1,9.9,146.41
2880,1,10.9,166.62
2881,3,8,229.71
2882,1,5.2,253.95
2883,4,7.05,194.72
2884,3,8.5,115.51
2885,4,9.1,219.6
2886,4,6.6,348.19
2887,3,9.6,121.03
2888,1,8.5,268.88
2889,3,4.4,346.87
2890,4,7.2,186.71
2891,1,10,207.14
2892,1,9,292.01
2893,2,6.4,571.44
2894,2,8.6,258.22
2895,3,6.65,108
2896,1,7.1,88.87
2897,4,8.6,309.09
2898,3,6.4,289.15
2899,9,4.7,315.72
2900,3,4.9,129.37
2901,1,6.9,166.52
2902,1,11,251.99
2903,3,7.8,287.51
2904,2,8.2,74.18
2905,1,11.3,305
2906,1,9.5,148.03
2907,1,8.3,140.05
2908,2,4.8,118.27
2909,4,6.6,149.08
2910,3,6,254.23
2911,2,11,185.31
2912,2,9.5,271.95
2913,2,8.05,120.8
2914,2,9.7,255.17
2915,7,4.3,386.34
2916,1,7.25,140.25
2917,2,3.6,293.02
2918,2,11.6,503.24
2919,1,9,150.83
2920,1,12,195.96
2921,1,11,90.01
2922,4,10.3,493.87
2923,2,3,275.48
2924,2,10.6,188.02
2925,3,2.8,299.31
2926,3,9.65,137.06
2927,1,9.5,247.27
2928,5,4.4,476.41
2929,2,4,215.42
2930,3,6.7,151.2
2931,1,7.5,83.27
2932,1,8.65,100.02
2933,6,3.9,364.97
2934,2,8,115.1
2935,6,2.8,582.78
2936,3,9.7,212.19
2937,2,10.1,204.57
2938,2,6,76.64
2939,1,10.2,341.83
2940,1,9.6,371.24
2941,1,6.4,551.98
2942,3,11,70.19
2943,1,6.6,250.31
2944,6,2.5,351.51
2945,5,2.7,441.74
2946,2,9,151.77
2947,1,6.5,283.98
2948,3,8.4,183.58
2949,4,11.3,373.92
2950,2,7,230.79
2951,1,6.9,416.42
2952,3,5,341.51
2953,2,7,295.68
2954,2,9,96.14
2955,2,5.5,190.23
2956,1,2.8,194.23
2957,2,10,248.63
2958,3,9,70.25
2959,4,6.6,348.19
2960,2,9,246.92
2961,1,5,182.66
2962,2,9.2,199.69
2963,1,8,249.89
2964,3,3.3,165.76
2965,2,6.5,188.28
2966,1,8,78.64
2967,1,10,65.68
2968,4,9,402.58
2969,4,7.1,188.84
2970,1,9.1,230.83
2971,2,8,128.82
2972,7,3.1,641.1
2973,2,8,198.18
2974,2,7.15,354.87
2975,9,2.7,535.68
2976,1,10.3,156.8
2977,1,3.3,133.75
2978,3,7.8,72.5
2979,5,4.7,536.76
2980,2,6,122.26
2981,3,9.75,302.27
2982,4,7.7,146.49
2983,1,8.7,239.3
2984,3,9.5,164.89
2985,2,7.4,278.87
2986,2,3.8,162.22
2987,1,6,301.92
2988,4,6.9,106.41
2989,3,6.55,174.8
2990,4,7,177.63
2991,4,10.7,293.14
2992,1,10,176.5
2993,2,7.4,109.82
2994,3,7.6,355.06
2995,5,10.6,291.09
2996,1,6.1,183.77
2997,4,8.8,336.42
2998,3,7.95,209.65
2999,1,11,214.5
3000,2,6.1,484.8
3001,3,11,273.33
3002,1,11.7,394.33
3003,4,10.4,234.9
3004,3,9.4,312.85
3005,1,7,205.17
3006,1,11.8,311.39
3007,3,6.5,118.76
3008,1,8.6,248.18
3009,9,6,480.01
3010,6,3.6,380.61
3011,1,9,179.76
3012,8,3.4,501.38
3013,1,8,236.59
3014,3,10,75.5
3015,6,4.8,448.8
3016,3,8.7,289.13
3017,1,10.1,335.71
3018,2,9.2,187.69
3019,2,11,212.64
3020,1,6.7,406.33
3021,3,10.3,69
3022,2,9.5,229.94
3023,2,8.5,95.68
3024,3,11,151.11
3025,2,8,265
3026,3,7.7,111.13
3027,1,10.05,258.83
3028,1,7.4,374.96
3029,1,6,242.54
3030,2,9.9,92.55
3031,1,8,88.66
3032,1,6.4,556
3033,2,5,276.28
3034,3,9.5,131.19
3035,2,7.2,272.76
3036,3,6.55,113.87
3037,1,9,102.95
3038,3,10,277.81
3039,4,8,328.6
3040,2,11,398.58
3041,1,9.9,122.35
3042,2,11.6,321.2
3043,2,9.3,305.94
3044,10,4.3,442.33
3045,6,4.7,390.69
3046,1,10,194.02
3047,1,9,307.61
3048,1,8,284.83
3049,3,7,283.22
3050,4,6.9,202.4
3051,4,4.4,152.83
3052,1,8.4,527.96
3053,2,12,292.73
3054,1,11.3,359.86
3055,2,6.75,227.14
3056,2,8.1,234.98
3057,3,6.85,298.44
3058,1,6.2,68.17
3059,1,6.4,277.55
3060,1,6.25,202.2
3061,9,6,543.01
3062,3,9,132.12
3063,7,5.9,450.96
3064,2,11.1,129.86
3065,3,10,195.3
3066,1,10.2,172.71
3067,1,7,143.67
3068,9,2.8,385.84
3069,2,7.5,145.76
3070,2,9.6,327.04
3071,1,6.9,194.52
3072,1,5.1,154.52
3073,5,9.7,189.13
3074,1,6,173.74
3075,1,11,106.36
3076,4,9.8,187.25
3077,5,3.6,444.66
3078,3,4.3,220.73
3079,2,9.65,125.05
3080,1,7.65,231.07
3081,2,6.6,316.04
3082,1,7,162.28
3083,3,3.8,225.25
3084,3,6.8,142.25
3085,1,6.3,196.39
3086,1,3,279.42
3087,2,12,206.8
3088,2,7,160.77
3089,1,7,156.7
3090,4,6.7,139.21
3091,5,9.7,149.19
3092,1,6.3,548.16
3093,1,3.9,140.4
3094,1,7.75,101.24
3095,2,6.9,113.36
3096,2,8.5,168.5
3097,2,8.9,244.41
3098,2,6,250.2
3099,1,6.1,180.81
3100,10,6.3,375.3
3101,1,9.5,61.7
3102,2,9,61.02
3103,2,7,274.76
3104,3,10.4,118.83
3105,5,2.9,323.88
3106,5,3.8,587.81
3107,1,5.4,255.83
3108,3,11,288.13
3109,2,8.85,231.44
3110,3,4.6,304.03
3111,1,6,206.32
3112,1,9.5,149.99
3113,2,10,189.72
3114,5,9.7,330.15
3115,1,11,251.99
3116,1,10.5,302.11
3117,1,8,256.79
3118,2,10,219.69
3119,1,8.7,120.48
3120,8,6.4,394.38
3121,2,8,243.58
3122,2,6.5,188.28
3123,4,6.9,322.37
3124,1,6.2,411.99
3125,1,10.3,277.88
3126,1,7.6,83.98
3127,1,5,192.65
3128,2,5.7,109.18
3129,3,11,295.56
3130,3,7.3,105.74
3131,1,7,78.6
3132,3,8,303.73
3133,2,12,285.06
3134,1,5,307.47
3135,1,7.8,261.34
3136,2,10.3,265.87
3137,3,10,197.81
3138,1,7,176.13
3139,3,8.5,357.11
3140,3,9.5,118.96
3141,3,5,192.64
3142,1,11.4,242.04
3143,9,5.5,562.48
3144,1,12,262.59
3145,1,9,191.88
3146,1,6.3,329.8
3147,1,6.5,76.27
3148,2,9.55,133.81
3149,7,4.5,603.57
3150,2,10.2,69.17
3151,1,7,224.29
3152,4,3.4,337.91
3153,2,7.5,284.88
3154,1,12,271.89
3155,1,9,252.51
3156,2,8.5,302.65
3157,1,6,147.21
3158,4,6.8,445.2
3159,3,12,242.2
3160,3,3,308.47
3161,1,10.7,284.44
3162,1,10.2,341.63
3163,3,7,87.34
3164,2,6.15,291.06
3165,7,4.3,477.29
3166,2,10,207.1
3167,2,6.35,552.28
3168,3,4.6,162.07
3169,4,9,151.44
3170,1,7.5,64.47
3171,4,8.8,579.39
3172,1,9.5,204.24
3173,1,9.25,131.2
3174,1,10.8,182.5
3175,2,8,296.53
3176,1,9,93.4
3177,1,6,182.33
3178,8,2.6,620.65
3179,2,7.8,197.28
3180,4,6.35,200.45
3181,3,5.2,338.62
3182,4,6.45,180.5
3183,2,7.7,175.12
3184,1,8.5,328.97
3185,2,4.3,335.76
3186,9,6.1,317.08
3187,1,11,245.81
3188,3,4.4,283.84
3189,3,8.5,146.92
3190,3,7,231.63
3191,7,6.2,502.24
3192,2,9,174.41
3193,1,6.15,95
3194,3,6.65,68.06
3195,2,7.1,279.97
3196,3,5,260.4
3197,1,5.4,149.9
3198,3,6.9,201.52
3199,4,10,135.42
3200,1,12,255.91
3201,1,11,93.43
3202,2,6.45,214.54
3203,2,9.3,129.72
3204,1,8,150.12
3205,1,10,273.66
3206,1,9,471.57
3207,5,4.4,598.42
3208,3,7.9,220.34
3209,1,11.5,309.27
3210,1,10,308.52
3211,3,7,151.81
3212,5,8.7,194.18
3213,1,8.5,233.29
3214,2,7,359.61
3215,2,12,87.5
3216,4,8.4,302.89
3217,1,9,169.97
3218,2,9.5,277.79
3219,4,10.1,445.67
3220,1,8.45,96.67
3221,4,8.7,365.33
3222,2,3.1,276.58
3223,1,9.8,68.34
3224,3,8.1,285.56
3225,4,10.1,445.67
3226,4,10.4,215.5
3227,10,3.9,607.96
3228,9,3.3,434.33
3229,2,7.5,351
3230,4,10.4,271.83
3231,2,6.8,577.43
3232,1,9,118.16
3233,3,8.45,218.63
3234,3,10.5,73.2
3235,2,12,531.57
3236,1,9.5,240.61
3237,3,5.9,337.4
3238,4,7.85,64.47
3239,2,7.3,532.92
3240,4,10.45,161.67
3241,2,8,302.94
3242,1,9.5,103.25
3243,3,11.9,84.64
3244,4,11.1,217.72
3245,1,9.25,274.27
3246,3,8.45,78.69
3247,3,8.9,219.35
3248,2,11.1,498.68
3249,1,10.25,217.27
3250,9,5,629.06
3251,1,11,73.22
3252,2,6.1,119.55
3253,2,6.1,291.52
3254,3,9.55,153.89
3255,1,7.7,547.3
3256,2,3.9,282.39
3257,3,5,303.46
3258,1,8.5,338.11
3259,3,6.2,165.93
3260,1,11,210.61
3261,3,8.2,143.95
3262,2,8.9,237.4
3263,2,10.5,157.92
3264,6,6,451.01
3265,4,9.3,268.72
3266,3,3.3,128.76
3267,3,10.1,292.82
3268,4,4.1,113.52
3269,4,3.8,310.26
3270,2,5.7,180.41
3271,2,9.5,272.8
3272,10,2.9,548.89
3273,2,4.4,187.85
3274,1,7.9,287.39
3275,4,7.8,177.29
3276,4,7.9,244.37
3277,1,7.8,292.36
3278,1,3.3,318.72
3279,1,11,282.14
3280,2,3.7,221.21
3281,1,9.25,69.29
3282,2,4.3,287.73
3283,1,9.45,127.69
3284,1,4.8,162.26
3285,1,6,176.27
3286,1,6.6,248.31
3287,3,4.9,339.34
3288,4,8.7,347.31
3289,2,9.1,171.73
3290,3,3.7,258.12
3291,3,4.1,142.53
3292,1,9.6,146.97
3293,3,9.1,182.98
3294,2,6.85,558.29
3295,9,2.9,441.92
3296,2,9.8,130.3
3297,2,6.75,165.1
3298,3,6.7,326.96
3299,1,7.95,272.63
3300,3,10.5,305.11
3301,1,8,175.25
3302,3,10,241.28
3303,3,7.6,112.33
3304,1,7.4,374.96
3305,1,7.7,473.28
3306,9,4.7,338.76
3307,4,11,187.6
3308,3,6.5,279.96
3309,3,9,139.44
3310,1,11.2,374.76
3311,2,8.7,163.19
3312,1,10,184
3313,1,6.1,241.84
3314,5,3.6,215.03
3315,2,9.5,164.84
3316,2,10.6,125.06
3317,3,10,303.66
3318,1,10,118.48
3319,3,8,292.56
3320,4,5.3,223.81
3321,2,8,303.45
3322,2,6.9,282.61
3323,1,6.5,109.68
3324,8,4.9,342.95
3325,2,6.5,131.36
3326,3,3.9,210.38
3327,3,7.5,120.13
3328,5,3.8,346.78
3329,3,5,296.7
3330,5,3.1,581.15
3331,1,11.4,193.13
3332,3,7,166.57
3333,3,6.5,161
3334,2,8.5,257.34
3335,1,6,256.88
3336,3,4.8,352.22
3337,4,6.3,262.72
3338,4,6.3,332.17
3339,1,7.05,571.68
3340,2,6.9,151.32
3341,1,9,62.47
3342,2,9.5,197.09
3343,3,8.5,172
3344,5,4.6,154.08
3345,4,6.4,261.5
3346,1,8,87.73
3347,3,5,341.51
3348,3,11.5,519.11
3349,4,9.9,165.69
3350,1,12,167.72
3351,1,10,184
3352,1,11,103.85
3353,2,9.2,221.99
3354,2,7,238.67
3355,3,4.4,328.82
3356,2,9.4,247.16
3357,1,9.5,81.44
3358,2,6.6,175.15
3359,3,11,253.25
3360,1,6.7,534.98
3361,1,8.5,272.54
3362,1,8,177.18
3363,2,6.15,214.04
3364,4,6.5,165.59
3365,7,3.4,360.47
3366,8,6.1,342.14
3367,1,7.1,580.69
3368,1,9.7,450.27
3369,2,9,218.06
3370,1,9.5,265.33
3371,3,8.5,146.89
3372,2,6.4,504.35
3373,3,11,169.59
3374,2,6.8,529.36
3375,1,8,255.3
3376,2,6.7,68.15
3377,8,6.4,464.41
3378,3,6.45,148.6
3379,1,9.7,91.12
3380,1,7.75,158.29
3381,3,10.3,163.36
3382,2,9.1,377.72
3383,1,9,156.24
3384,3,9.8,287.57
3385,2,4.1,139.6
3386,3,6.5,113.96
3387,2,8.6,485.22
3388,2,10,113.76
3389,1,9,117.99
3390,3,10.35,136.44
3391,3,9,234.74
3392,2,12,87.5
3393,4,5.8,155.23
3394,3,5.8,93.57
3395,3,8.1,346.52
3396,3,10.2,243.16
3397,2,3.9,282.39
3398,5,5.2,531.26
3399,4,7.6,127.04
3400,3,6.65,108
3401,2,10.25,75.24
3402,4,7.1,268.61
3403,1,6.7,294.16
3404,2,7.2,544.8
3405,1,9.4,164.14
3406,1,10.4,322.02
3407,1,8.5,470.14
3408,3,8.5,274.45
3409,4,1,337.67
3410,1,12,260.96
3411,1,9.1,216.93
3412,1,6,214.23
3413,2,8,249.02
3414,4,7,181.75
3415,3,9.05,232.87
3416,1,6.35,93.48
3417,4,11.8,62.54
3418,3,12,115.78
3419,1,12,235.34
3420,2,7,100.85
3421,2,3,226.47
3422,3,9.6,266.9
3423,4,10.6,269.17
3424,2,9.6,64.9
3425,2,6.85,550.28
3426,1,6.75,506.1
3427,2,9.3,132.73
3428,1,7,102.35
3429,1,10.8,112.58
3430,1,12,258.52
3431,1,7,155.78
3432,3,7.5,223.8
3433,1,5.8,307.23
3434,3,4.9,216.36
3435,4,3.2,273.7
3436,3,8,179.54
3437,1,6,211.12
3438,1,7.1,192.68
3439,3,9.95,272.67
3440,1,8,213.22
3441,1,8,74.46
3442,2,10,114.93
3443,4,6.9,505.43
3444,2,7,299.49
3445,2,7,201.9
3446,2,6.75,280.27
3447,2,9,240.74
3448,3,5.7,343.16
3449,1,9.55,127.89
3450,1,12,256.51
3451,3,7.2,248.92
3452,4,8.4,209.88
3453,1,6.9,244.45
3454,9,3.4,467.4
3455,2,5.2,131.93
3456,3,9.3,322.77
3457,2,4.5,271.95
3458,1,10,118.48
3459,1,6.5,349.14
3460,4,6.9,328.4
3461,2,7.5,460.13
3462,3,8.85,175.44
3463,3,7.4,62.58
3464,3,9,111.82
3465,1,6,87.39
3466,2,10,263.77
3467,1,6.6,221.33
3468,1,8.5,188.85
3469,2,10,157.75
3470,2,10.3,183.81
3471,9,5.8,360.8
3472,2,6.95,524.48
3473,2,11.2,405.78
3474,2,6.7,246.29
3475,4,5.7,158.43
3476,1,7.5,238.06
3477,4,10.4,278.84
3478,9,5.7,478.73
3479,2,7.3,552.89
3480,1,9.4,63.5
3481,1,6.2,77.94
3482,8,2.7,571.77
3483,4,6.35,391.25
3484,1,8.05,221.89
3485,3,9.3,279.38
3486,1,6.05,154.89
3487,1,9.5,274.76
3488,1,10.2,272.95
3489,4,6.7,211.12
3490,3,5,309.34
3491,2,10.5,333.97
3492,2,9.2,143.96
3493,3,8.05,240.81
3494,1,6.5,510.12
3495,2,7.7,157.11
3496,1,6.1,72.95
3497,3,10.6,199.07
3498,3,7,164.47
3499,2,7,265.51
3500,2,8.1,187.73
3501,2,9.5,112.48
3502,2,8.3,574.86
3503,1,8,173.37
3504,2,9.25,257.26
3505,3,7.5,277.76
3506,2,6.3,248.05
3507,2,4.7,162.16
3508,1,10,186.3
3509,3,7.5,197.53
3510,1,10.1,305.8
3511,2,7.55,244.85
3512,4,10.5,452.1
3513,1,11.3,459.92
3514,3,6.3,249.38
3515,5,4.4,455.45
3516,3,8.2,168.93
3517,3,9.4,210.85
3518,3,5,309.03
3519,4,9.4,115.88
3520,6,4.5,350.57
3521,3,6.4,113.87
3522,1,7.4,116.85
3523,1,9.5,182.29
3524,2,8.4,276.95
3525,1,7.5,126.89
3526,2,9.6,242.3
3527,9,6.2,420.2
3528,4,6.4,319.86
3529,4,3.4,304.82
3530,8,4.7,458.68
3531,1,7,151.7
3532,4,7.1,210.61
3533,3,8.5,300.38
3534,3,3.4,353.83
3535,1,9.2,266.7
3536,5,4.1,421.1
3537,1,7,158.26
3538,1,7,98.02
3539,4,7.5,134.98
3540,1,3,142.48
3541,3,10,199.38
3542,1,9.05,80.86
3543,4,8.1,208.6
3544,2,8.3,112.33
3545,1,7.5,230.71
3546,2,9.5,72.88
3547,3,12,278.99
3548,3,10,280.9
3549,1,8,238.47
3550,1,9.9,146.41
3551,1,10.2,184.8
3552,5,5.7,246.17
3553,4,8.4,345.86
3554,4,8.1,282.71
3555,4,9.7,316.13
3556,8,4.5,409.49
3557,7,6.4,570.44
3558,1,8.1,217.95
3559,3,4,309.51
3560,1,7.5,277.71
3561,2,7.35,181.46
3562,4,9.45,198.69
3563,1,11.1,173.89
3564,1,12,134.74
3565,2,5.6,128.08
3566,5,5.6,353.08
3567,2,5.8,119.57
3568,1,6.1,349.54
3569,2,6.9,556.45
3570,3,4.7,317.13
3571,4,8.4,205.9
3572,1,8,168.77
3573,2,7.8,165.22
3574,2,8,158.83
3575,2,8.2,117.92
3576,1,11.5,493.08
3577,1,10,125.09
3578,4,5.8,173.3
3579,2,7.45,157.65
3580,1,9.5,132.56
3581,1,8,207.65
3582,3,7.35,246.43
3583,1,6.65,351.89
3584,3,10.4,118.83
3585,3,7,206.75
3586,2,10,148.75
3587,3,9.8,129.29
3588,1,8.5,130.6
3589,4,7.5,108.72
3590,2,11.1,417.72
3591,1,9.7,334.27
3592,2,6.5,260.09
3593,1,11.3,549.89
3594,3,6.25,66.27
3595,1,9,192.85
3596,3,6.5,71.06
3597,3,7,302.74
3598,2,5.4,172.1
3599,3,6.8,165.23
3600,1,8.5,173.26
3601,3,6.5,255.74
3602,3,7.4,159.89
3603,1,6.5,305.6
3604,1,7.3,260.81
3605,3,11.3,234.08
3606,4,7.8,177.29
3607,4,10.5,255.99
3608,3,10,221.98
3609,4,9.5,288.98
3610,1,6,173.74
3611,4,7.5,345.95
3612,2,9.6,260.06
3613,1,7,266.99
3614,2,7.4,345.86
3615,7,5.1,365.13
3616,2,11.9,301.67
3617,4,6.2,241.7
3618,1,5.2,263.96
3619,1,7.5,239.65
3620,1,10.1,182.87
3621,3,7.5,65.65
3622,3,10,149.47
