id,loan_amnt,funded_amnt,int_rate,installment,total_pymnt,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
57294210.0,12000.0,12000.0,17.86,432.99,41913.62,8,1,36,20,1,1
41100750.0,20000.0,20000.0,28.99,611.98,6724.68,2,1,36,2,1,4
62072207.0,12000.0,12000.0,14.65,1372.97,1202.75,10,1,36,15,1,2
53634393.0,20000.0,20000.0,28.99,667.06,3975.05,0,1,36,11,1,2
43893631.0,12000.0,1000.0,28.99,392.81,3527.96,4,1,36,9,1,2
41289161.0,11000.0,11000.0,28.99,233.67,2330.6,2,1,60,8,1,2
43054287.0,10000.0,10000.0,28.99,322.63,10473.2,3,1,60,8,1,1
49965161.0,35000.0,6000.0,28.99,197.95,1381.81,6,1,36,10,1,2
62195488.0,18350.0,18350.0,28.99,612.03,1823.56,10,1,36,11,0,3
41339809.0,19575.0,19575.0,15.61,684.44,6850.01,2,1,36,16,0,4
38576432.0,6000.0,6000.0,18.54,218.55,2610.24,1,1,36,25,1,2
46652657.0,35000.0,16000.0,28.99,493.45,3935.3,5,1,36,4,1,2
46117650.0,12000.0,12000.0,28.99,367.19,3300.45,4,1,36,2,0,0
53754266.0,2000.0,2000.0,16.99,71.3,2068.59,7,1,36,18,0,2
38654540.0,4750.0,4750.0,28.99,149.27,1786.92,1,1,36,5,0,1
58411271.0,6025.0,6025.0,28.99,197.23,982.47,8,1,60,9,1,4
46357264.0,15000.0,15000.0,28.99,458.99,3661.27,4,1,36,2,0,1
67705116.0,33000.0,33000.0,17.57,830.29,0.0,12,1,60,19,1,1
44975414.0,22400.0,22400.0,13.99,521.1,4655.08,4,1,60,14,1,3
60665237.0,35000.0,3600.0,28.99,112.63,336.31,9,1,36,5,1,3
38524353.0,10400.0,10400.0,28.99,1372.97,3939.54,1,1,36,6,0,1
46773831.0,35000.0,19475.0,28.99,637.5,5076.22,4,1,36,9,1,4
39601622.0,2000.0,2000.0,28.99,66.42,727.96,1,1,36,10,0,0
43296230.0,28000.0,28000.0,14.65,965.84,29427.91,3,1,36,15,1,3
61883202.0,2400.0,2400.0,14.65,82.79,163.63,10,1,36,15,1,3
56127147.0,16000.0,16000.0,13.99,372.21,1848.61,7,1,60,14,1,4
50576566.0,10000.0,10000.0,28.99,327.34,2285.27,6,1,36,9,1,0
56472470.0,10000.0,10000.0,13.99,1372.97,1700.88,8,1,36,14,1,4
42314611.0,25000.0,1000.0,28.99,833.83,8321.23,3,1,36,11,1,2
39551271.0,7950.0,1000.0,19.24,292.39,3199.29,1,1,36,22,1,1
51036150.0,14000.0,14000.0,28.99,297.39,2073.96,6,1,60,8,1,2
63417396.0,11200.0,11200.0,28.99,252.49,497.15,11,1,60,12,0,1
58410157.0,25000.0,25000.0,15.61,874.12,41913.62,8,1,36,16,0,2
60495612.0,24475.0,24475.0,17.86,619.65,1834.67,10,1,60,20,1,4
68503412.0,10000.0,10000.0,28.99,311.02,0.0,0,1,36,4,0,1
48404404.0,5000.0,5000.0,28.99,154.21,1223.11,5,1,36,4,0,2
40593644.0,24000.0,24000.0,28.99,494.37,5414.95,2,1,60,10,1,2
60415219.0,10000.0,10000.0,28.99,314.2,41913.62,9,1,36,6,1,2
66605140.0,20000.0,20000.0,28.99,450.88,436.89,12,1,60,12,0,0
39430510.0,9000.0,9000.0,28.99,277.86,3330.82,1,1,36,3,1,0
59230448.0,16000.0,16000.0,20.99,432.77,1712.42,9,1,60,25,1,4
42454763.0,18800.0,18800.0,28.99,620.22,6178.12,3,1,60,10,1,1
61398358.0,6000.0,6000.0,28.99,185.98,553.1,10,1,36,5,1,1
61046229.0,8000.0,8000.0,28.99,246.62,736.8,10,1,36,3,0,0
49157696.0,11000.0,11000.0,28.99,339.1,2708.59,5,1,36,3,0,4
48654156.0,16000.0,16000.0,28.99,358.27,2496.97,6,1,60,11,1,1
57286777.0,7700.0,7700.0,28.99,237.37,1183.9,8,1,36,5,1,4
53654668.0,26200.0,26200.0,13.33,600.57,3564.61,7,1,60,13,1,3
66016715.0,12800.0,12800.0,17.86,324.07,311.37,12,1,60,20,1,0
53212386.0,28000.0,28000.0,28.99,708.89,4225.56,6,1,60,20,1,3
60397264.0,20000.0,20000.0,28.99,440.16,1747.83,9,1,60,10,1,4
50931179.0,10000.0,10000.0,28.99,327.34,2279.17,6,1,36,9,0,0
43288323.0,11000.0,11000.0,15.61,384.62,11604.6,0,1,36,16,1,2
65028912.0,15300.0,15300.0,21.99,422.49,469.22,11,1,60,26,0,1
63354497.0,25000.0,25000.0,28.99,543.44,1071.62,10,1,60,9,0,1
63917273.0,35000.0,15000.0,16.55,531.44,15220.08,11,1,36,17,0,4
61862387.0,35000.0,2000.0,16.55,70.86,210.74,10,1,36,17,1,4
54503936.0,28000.0,28000.0,28.99,854.87,5109.81,7,1,36,2,0,2
41288499.0,8000.0,8000.0,28.99,255.04,41913.62,3,1,36,7,0,3
59432619.0,5275.0,5275.0,28.99,158.86,632.32,9,1,36,1,1,2
42493397.0,18950.0,18950.0,16.99,470.86,4672.83,3,1,60,18,1,4
66210662.0,14675.0,14675.0,20.99,396.93,379.82,12,1,60,25,1,1
43390202.0,13600.0,13600.0,28.99,438.77,4380.15,3,1,36,8,0,1
66044410.0,4000.0,4000.0,28.99,128.62,126.45,12,1,36,8,1,3
58552730.0,20000.0,20000.0,13.33,1372.97,20324.45,8,1,60,13,0,2
60961174.0,12000.0,12000.0,16.99,298.17,1120.39,9,1,60,18,0,1
38465066.0,11950.0,11950.0,28.99,439.5,5311.26,1,1,36,22,0,3
46746901.0,15000.0,15000.0,28.99,460.97,3682.19,5,1,36,3,0,4
55279312.0,16000.0,16000.0,28.99,339.88,2030.4,7,1,60,8,0,4
38575507.0,21000.0,21000.0,28.99,672.6,8060.13,1,1,36,7,1,1
62053023.0,5000.0,5000.0,19.19,183.77,540.65,10,1,36,23,0,2
64270984.0,10200.0,10200.0,28.99,336.31,659.6,11,1,36,10,1,3
62744601.0,9800.0,9800.0,15.61,342.66,1019.48,10,1,36,16,0,4
39591592.0,18000.0,18000.0,28.99,395.33,4337.19,1,1,60,10,1,2
53595238.0,17825.0,17825.0,28.99,597.94,3562.51,7,1,36,12,1,4
50566347.0,5400.0,5400.0,13.99,184.54,1287.58,6,1,36,14,1,3
59572085.0,28000.0,28000.0,28.99,616.22,41913.62,9,1,60,10,1,3
60984425.0,13475.0,13475.0,24.99,395.44,1261.14,10,1,60,29,1,2
66580845.0,2000.0,2000.0,28.99,64.31,63.23,12,1,36,8,0,3
53392547.0,35000.0,27000.0,28.99,824.34,5006.88,7,1,36,2,1,2
66492763.0,16000.0,16000.0,28.99,345.02,335.56,12,0,60,9,1,3
42413476.0,10000.0,10000.0,28.99,1372.97,3220.75,3,1,36,8,1,1
43430301.0,25000.0,1000.0,16.55,885.73,8811.33,3,1,36,17,1,4
52046485.0,7000.0,7000.0,28.99,219.0,7162.82,6,1,36,5,0,3
39470123.0,15600.0,15600.0,28.99,506.97,6060.91,1,1,36,10,1,1
67859943.0,2000.0,2000.0,28.99,66.42,0.0,12,1,36,11,1,0
58772447.0,13125.0,13125.0,19.99,347.66,1404.92,8,1,60,24,1,2
47614215.0,15475.0,15475.0,16.55,548.27,41913.62,5,1,36,17,1,4
66622355.0,35000.0,35000.0,28.99,1372.97,1115.71,12,1,36,11,1,4
39741341.0,25000.0,25000.0,28.99,1372.97,8409.29,1,1,36,2,1,2
65626134.0,12000.0,12000.0,28.99,361.38,352.51,11,1,36,1,1,2
60585709.0,22000.0,22000.0,28.99,492.61,1940.4,9,0,60,11,0,2
56482889.0,16000.0,16000.0,13.33,541.65,2701.77,8,1,36,13,1,4
46685993.0,17000.0,1000.0,13.99,395.48,17860.42,4,1,60,14,0,3
38201230.0,15000.0,15000.0,28.99,505.34,1999.71,1,0,36,15,1,2
38429497.0,1500.0,1500.0,28.99,50.54,604.32,1,1,36,12,0,2
59071885.0,34800.0,34800.0,19.99,921.8,3609.91,8,1,60,24,1,2
55423218.0,20000.0,20000.0,28.99,667.06,3321.64,7,1,36,11,1,2
54523774.0,18000.0,18000.0,28.99,391.28,2336.69,7,1,60,9,1,2
38414904.0,10000.0,10000.0,28.99,320.29,3838.21,1,1,36,7,0,2
41042399.0,11000.0,11000.0,28.99,1372.97,3846.16,2,1,36,7,0,2
64701553.0,3500.0,3500.0,28.99,115.4,235.26,11,1,36,10,1,1
55585243.0,20000.0,20000.0,28.99,683.46,3444.13,8,1,36,14,0,1
55289203.0,14000.0,14000.0,28.99,313.48,1871.32,7,1,60,11,1,3
48444145.0,8125.0,8125.0,28.99,293.17,2036.07,5,1,36,20,1,3
60416896.0,30800.0,1000.0,13.33,706.01,2140.83,9,1,60,13,1,2
51516261.0,25000.0,25000.0,28.99,796.98,4769.14,0,1,36,7,1,1
57763489.0,9000.0,9000.0,28.99,278.97,1391.22,8,1,60,4,1,4
51997728.0,10000.0,10000.0,28.99,308.27,2460.23,6,0,36,3,0,3
46536947.0,10000.0,10000.0,28.99,329.91,2962.78,4,1,36,10,1,1
51946291.0,17000.0,17000.0,28.99,619.3,4317.58,6,1,36,22,1,3
51936115.0,10600.0,10600.0,28.99,355.58,2474.11,6,1,36,12,1,2
63245298.0,20850.0,20850.0,28.99,699.41,1384.12,0,1,36,12,1,2
53262601.0,15000.0,15000.0,28.99,330.12,1971.11,7,1,60,10,0,2
58912248.0,20000.0,20000.0,28.99,670.9,2747.05,8,1,36,12,1,2
57175096.0,15000.0,15000.0,28.99,469.29,2339.87,8,1,36,5,0,0
49026282.0,8000.0,8000.0,28.99,261.88,2090.16,5,1,36,9,0,2
46652531.0,35000.0,35000.0,28.99,790.82,6301.88,5,1,60,12,1,2
46794357.0,8400.0,8400.0,28.99,271.01,2158.76,5,1,36,8,1,2
61404308.0,16000.0,1000.0,28.99,502.72,1489.98,10,1,36,6,1,3
46348867.0,14000.0,14000.0,28.99,313.48,2488.72,5,1,60,11,1,1
43819856.0,5000.0,5000.0,28.99,154.21,1385.97,0,1,36,4,0,4
59422483.0,12000.0,12000.0,16.99,298.17,1181.35,9,0,60,18,1,2
55100767.0,16000.0,16000.0,28.99,495.94,2473.25,7,1,36,4,0,4
56037145.0,5000.0,5000.0,14.65,172.48,858.33,8,1,36,15,1,3
40583994.0,5000.0,5000.0,28.99,157.13,1723.88,2,1,36,5,0,3
63287404.0,25000.0,25000.0,28.99,782.15,1542.38,10,1,60,5,0,2
57024754.0,22000.0,1000.0,28.99,678.2,3382.58,8,1,36,3,0,4
65975952.0,30000.0,30000.0,13.18,685.36,641.43,12,1,60,13,1,3
63534898.0,20000.0,20000.0,28.99,625.72,1233.91,10,1,36,5,0,2
62157250.0,6000.0,6000.0,13.33,203.12,401.8,10,1,36,13,1,2
43749411.0,15000.0,15000.0,28.99,469.29,4210.46,4,0,36,5,0,1
61722332.0,10000.0,10000.0,28.99,314.2,938.06,10,1,36,6,0,4
65965502.0,8000.0,8000.0,14.48,275.29,262.42,12,0,36,15,1,2
58622339.0,31950.0,31950.0,28.99,1054.04,4195.69,8,1,36,10,1,0
46456809.0,9975.0,9975.0,28.99,353.41,2818.11,4,1,36,17,1,2
38598757.0,10000.0,10000.0,17.86,253.18,3018.32,0,1,60,20,1,3
48171327.0,10000.0,10000.0,28.99,305.99,2444.37,5,1,60,2,1,1
48609754.0,20000.0,20000.0,13.33,458.45,3172.12,5,1,60,13,1,0
54354190.0,16800.0,16800.0,28.99,376.18,2245.61,7,0,60,11,1,3
60677041.0,35000.0,35000.0,28.99,1129.19,3368.15,9,1,36,8,1,4
63388507.0,10000.0,10000.0,28.99,318.79,627.39,10,1,36,7,1,0
63250525.0,1725.0,1725.0,15.61,60.32,117.65,10,1,36,16,0,1
41120150.0,20000.0,20000.0,15.61,699.3,7648.94,2,1,36,16,1,2
38362671.0,14525.0,14525.0,28.99,1372.97,3857.01,1,1,60,10,0,4
51536801.0,13500.0,13500.0,19.19,351.62,2446.95,6,1,60,23,1,2
65895021.0,15000.0,15000.0,13.67,346.47,41913.62,11,1,60,14,1,2
64741622.0,7000.0,7000.0,28.99,219.94,435.11,11,1,36,6,1,3
60834821.0,25000.0,25000.0,16.55,615.29,1822.88,10,1,60,17,0,0
60833774.0,15000.0,15000.0,28.99,494.86,1532.61,10,1,36,10,1,4
55098270.0,35000.0,30000.0,28.99,929.89,30991.05,7,1,36,4,1,1
59581425.0,1500.0,1500.0,16.55,53.15,211.22,0,1,36,17,1,1
55230937.0,9500.0,9500.0,28.99,286.1,41913.62,7,1,36,1,0,1
56071464.0,6425.0,6425.0,14.65,221.63,1142.13,8,1,36,15,0,1
66460452.0,20000.0,20000.0,18.99,518.71,480.8,12,1,60,23,1,2
65141053.0,20125.0,20125.0,13.18,459.77,890.07,11,1,60,13,1,2
58842611.0,8000.0,8000.0,28.99,258.1,1023.52,8,1,36,8,1,2
66520617.0,35000.0,10000.0,28.99,318.79,308.6,12,1,36,7,1,2
61493754.0,22000.0,22000.0,28.99,467.33,22183.15,10,1,60,8,0,3
67999172.0,24000.0,24000.0,28.99,732.74,0.0,12,1,36,2,1,2
47088481.0,25000.0,25000.0,14.65,590.17,4680.67,5,0,60,15,1,1
38211876.0,32000.0,32000.0,17.86,810.16,9658.42,1,1,60,20,1,4
55191510.0,5000.0,5000.0,28.99,164.96,983.35,7,1,36,10,0,3
58632315.0,15000.0,15000.0,28.99,503.18,2002.14,8,1,60,12,0,3
40540648.0,3200.0,3200.0,28.99,106.28,1164.82,1,1,36,10,0,2
42283499.0,6000.0,6000.0,28.99,187.72,1874.57,3,1,36,5,0,2
59522539.0,16000.0,16000.0,13.99,372.21,1476.4,9,0,60,14,0,4
62449503.0,5000.0,5000.0,28.99,164.96,469.7,10,1,36,10,1,2
64999051.0,16000.0,16000.0,15.41,384.1,651.76,11,1,60,16,1,4
60687429.0,30000.0,30000.0,28.99,982.02,2909.43,9,1,36,9,0,2
43419969.0,11625.0,11625.0,14.65,401.0,3590.08,3,1,36,15,0,1
39700420.0,25000.0,25000.0,15.59,1372.97,25238.19,1,1,36,16,1,1
55452946.0,11500.0,11500.0,28.99,239.68,1225.58,0,1,60,7,1,1
55931325.0,10000.0,10000.0,13.33,338.54,1677.89,7,1,36,13,0,3
60811118.0,20400.0,20400.0,28.99,433.34,1277.38,9,1,60,8,0,3
55847137.0,15000.0,15000.0,19.19,390.68,2312.1,0,1,60,23,1,1
50103726.0,18000.0,18000.0,13.99,418.74,3335.93,5,1,60,14,1,2
41399141.0,6650.0,6650.0,16.55,235.61,6780.34,2,1,36,17,1,1
58752133.0,24000.0,24000.0,28.99,537.4,2133.21,8,1,60,11,1,3
59150781.0,5000.0,5000.0,15.61,174.83,690.65,9,1,36,16,0,1
66510262.0,16000.0,16000.0,13.67,544.29,532.14,12,1,36,14,1,1
57366579.0,35000.0,35000.0,28.99,1095.0,5459.66,8,0,36,5,1,2
43125363.0,26375.0,26375.0,17.86,667.75,3954.16,3,0,60,20,1,2
59142211.0,12000.0,12000.0,28.99,268.7,1066.61,9,1,60,11,0,1
42334163.0,5000.0,5000.0,28.99,157.1,41913.62,3,1,36,6,1,2
60286609.0,35000.0,6000.0,28.99,197.95,787.96,9,1,36,10,1,2
66190431.0,14000.0,14000.0,28.99,323.37,312.74,12,1,60,14,1,2
39770698.0,12425.0,12425.0,17.86,314.57,3447.94,1,1,60,20,1,4
56058489.0,15525.0,15525.0,24.99,455.59,2256.4,7,1,60,29,1,2
46806668.0,8000.0,8000.0,28.99,268.36,2135.6,4,1,36,12,1,3
55798132.0,10000.0,10000.0,28.99,301.15,41913.62,7,1,36,1,0,2
63389664.0,3250.0,3250.0,28.99,103.61,205.56,10,1,36,7,0,1
41041523.0,4525.0,4525.0,13.33,1372.97,1678.39,2,1,36,13,0,3
64959259.0,18000.0,18000.0,28.99,589.22,1167.45,11,1,36,9,1,2
67215281.0,1500.0,1500.0,13.18,50.68,49.58,12,1,36,13,1,1
68536992.0,6000.0,6000.0,13.99,205.04,0.0,12,1,36,15,1,2
56592818.0,12000.0,12000.0,28.99,387.15,1986.68,7,1,36,8,1,1
60833342.0,20000.0,20000.0,28.99,602.3,1765.52,0,1,36,1,0,1
61381702.0,30000.0,30000.0,28.99,1000.59,2981.29,10,1,36,11,1,4
50579322.0,10000.0,10000.0,28.99,312.86,2185.64,6,1,36,5,0,1
43115250.0,12000.0,12000.0,28.99,375.43,3373.61,3,1,36,5,1,0
60557034.0,18000.0,18000.0,28.99,406.71,1207.44,9,1,60,12,1,2
67605537.0,9500.0,9500.0,18.49,345.79,0.0,12,1,36,25,1,1
42284154.0,35000.0,35000.0,18.25,893.54,7112.83,3,0,60,21,0,4
56068253.0,12000.0,12000.0,14.65,283.28,1406.63,7,1,60,15,1,0
58713418.0,35000.0,8000.0,28.99,263.93,1050.6,8,1,36,10,1,2
61460613.0,35000.0,35000.0,16.55,861.4,41913.62,10,1,60,17,1,4
45172277.0,12000.0,12000.0,28.99,271.14,2431.8,4,1,60,12,0,1
41001368.0,18400.0,18400.0,28.99,383.48,4163.02,2,0,60,7,1,2
38504696.0,25000.0,25000.0,28.99,549.07,6572.95,1,1,60,9,1,2
60276744.0,10000.0,10000.0,15.61,349.65,1381.26,9,1,36,20,1,3
38425210.0,35000.0,35000.0,28.99,1120.99,13433.43,1,1,36,7,1,1
60871267.0,20000.0,20000.0,13.33,677.07,20635.46,10,1,36,13,1,1
50578526.0,35000.0,1000.0,15.61,1223.77,8536.04,6,1,36,16,1,4
52018035.0,5600.0,5600.0,28.99,187.86,1311.07,6,1,36,12,0,2
55128357.0,12000.0,12000.0,22.99,464.46,905.93,7,0,36,27,1,2
63024423.0,21000.0,21000.0,13.99,717.63,2136.57,10,1,36,14,1,4
47807494.0,25000.0,25000.0,28.99,543.44,4332.26,5,1,60,9,1,2
44479506.0,4000.0,4000.0,28.99,131.97,4032.03,4,1,36,10,0,4
42284296.0,8225.0,8225.0,17.86,1372.97,2654.7,3,1,36,20,1,2
47240201.0,15000.0,15000.0,28.99,455.86,3637.0,5,1,60,1,1,3
46785730.0,6375.0,6375.0,15.61,222.91,1777.75,5,1,36,16,1,0
53624609.0,6000.0,6000.0,28.99,183.19,1097.06,7,1,36,2,1,1
60666713.0,15000.0,15000.0,13.99,512.6,1013.53,10,1,36,14,1,1
60246159.0,15000.0,15000.0,28.99,494.86,1902.18,9,1,36,10,1,1
38457485.0,15000.0,15000.0,28.99,498.15,3975.21,1,0,36,10,1,1
47757310.0,24000.0,24000.0,28.99,740.18,5902.99,5,1,36,4,1,3
52078160.0,15000.0,15000.0,28.99,1372.97,2273.33,6,1,60,9,1,4
55208945.0,8125.0,8125.0,28.99,265.97,1602.07,7,1,36,9,0,2
46427978.0,28000.0,28000.0,28.99,860.47,6873.37,4,1,36,3,1,2
66612867.0,25000.0,25000.0,28.99,539.09,0.0,12,1,60,9,1,1
62904258.0,20000.0,20000.0,15.61,482.23,947.12,10,1,60,16,0,3
40573429.0,14950.0,14950.0,28.99,464.97,4643.48,2,1,36,4,1,4
55199265.0,35000.0,6000.0,28.99,200.12,1196.62,7,1,36,11,1,2
41060685.0,27575.0,27575.0,17.86,994.97,10917.31,2,1,60,20,1,4
57174411.0,3000.0,3000.0,28.99,98.21,487.39,0,1,36,9,0,3
67246453.0,20000.0,20000.0,28.99,625.72,0.0,12,1,36,5,1,1
61358137.0,23000.0,23000.0,17.86,582.3,1701.26,10,1,60,20,1,1
57970195.0,5000.0,5000.0,28.99,157.1,783.23,8,1,36,6,0,3
43295495.0,15000.0,15000.0,28.99,478.19,4774.26,3,1,36,7,1,1
50496575.0,12000.0,12000.0,15.61,419.58,2988.23,6,1,36,16,1,2
48896330.0,8400.0,8400.0,28.99,280.17,41913.62,5,1,36,11,0,2
40922295.0,6000.0,6000.0,28.99,188.52,1885.97,2,1,60,6,0,1
63508832.0,28000.0,28000.0,28.99,843.22,1678.16,10,1,36,1,1,2
64351277.0,25000.0,25000.0,28.99,824.29,1624.64,11,1,36,10,0,3
47521166.0,15000.0,15000.0,28.99,312.62,2493.32,5,1,60,7,0,2
66534585.0,15000.0,15000.0,28.99,478.19,462.91,12,1,60,7,1,4
67808994.0,15000.0,15000.0,13.99,348.95,0.0,12,1,60,14,1,3
39449156.0,18825.0,18825.0,15.59,658.03,7222.03,1,1,36,16,1,1
58470888.0,18000.0,18000.0,13.33,1372.97,1623.78,8,1,60,13,0,2
55300397.0,6600.0,6600.0,28.99,212.94,1270.31,7,1,36,8,1,2
55120554.0,8000.0,8000.0,13.33,270.83,1619.06,7,1,60,13,1,1
51056882.0,20000.0,20000.0,28.99,1372.97,4951.39,6,1,36,11,1,2
53111439.0,18000.0,18000.0,28.99,565.56,3385.18,7,1,36,6,0,1
38585064.0,12000.0,12000.0,14.99,285.42,3415.05,1,1,60,15,1,1
65855479.0,10000.0,10000.0,13.67,230.98,223.39,12,1,60,14,1,1
60921577.0,24000.0,24000.0,13.33,550.14,1632.65,9,0,60,13,1,2
39470475.0,35000.0,35000.0,14.99,832.47,39461.29,1,1,60,15,1,4
55170939.0,18000.0,18000.0,17.57,452.89,417.75,7,0,60,19,1,1
67848959.0,5000.0,5000.0,28.99,162.85,0.0,12,1,36,9,1,4
63803219.0,10000.0,10000.0,28.99,309.97,591.7,10,1,36,4,1,2
49975097.0,10200.0,1000.0,28.99,319.12,2229.37,5,1,36,5,0,1
65743807.0,12000.0,1000.0,28.99,361.38,368.47,11,1,36,1,0,2
56089243.0,16800.0,16800.0,28.99,563.56,2794.11,7,1,36,12,0,2
65069093.0,24000.0,24000.0,28.99,756.29,745.12,0,1,36,6,0,3
46804150.0,3000.0,3000.0,13.99,102.52,41913.62,5,1,36,14,0,2
43819604.0,14000.0,14000.0,28.99,469.63,4216.8,3,0,36,12,0,2
58270792.0,8000.0,8000.0,28.99,258.1,1281.62,8,1,36,8,1,1
65954468.0,32000.0,32000.0,28.99,1001.15,1008.16,12,0,36,5,1,4
67478564.0,10000.0,10000.0,28.99,332.1,0.0,12,1,36,11,1,2
59531116.0,20000.0,20000.0,28.99,447.83,1777.66,8,1,60,11,0,1
58603239.0,13125.0,13125.0,28.99,467.88,13298.44,8,1,36,18,1,4
38342391.0,9500.0,9500.0,28.99,300.65,3598.65,1,0,36,6,0,1
60495990.0,20000.0,20000.0,14.65,472.14,1872.28,9,1,60,15,0,2
58572961.0,16000.0,16000.0,28.99,361.52,1423.52,8,1,60,12,0,2
40287177.0,21000.0,21000.0,28.99,467.03,5192.46,2,1,60,10,0,1
48609921.0,25000.0,25000.0,22.99,704.62,5605.03,5,1,60,26,1,0
66600330.0,18000.0,18000.0,28.99,459.05,440.85,12,1,60,21,0,2
55254262.0,29400.0,29400.0,20.99,795.21,3941.77,7,1,60,25,0,3
48414584.0,14000.0,14000.0,28.99,428.39,9986.31,5,1,36,2,0,3
373332.0,9950.0,1000.0,18.25,360.97,1072.82,10,1,36,21,0,1
46787604.0,8450.0,1000.0,21.67,321.27,2223.46,5,1,36,25,1,4
46436978.0,35000.0,7000.0,28.99,234.82,2098.45,4,1,36,12,0,3
42353264.0,12000.0,12000.0,28.99,387.15,3864.84,3,1,36,8,1,4
55120627.0,3600.0,3600.0,28.99,117.85,41913.62,7,1,36,9,1,4
53796392.0,5000.0,5000.0,28.99,156.43,934.2,7,1,36,5,0,3
50153126.0,10000.0,10000.0,28.99,329.91,2302.96,6,1,36,10,0,2
56290210.0,13200.0,13200.0,20.99,357.04,1754.41,7,1,60,25,1,4
63336333.0,8000.0,8000.0,28.99,263.93,522.74,10,1,36,10,1,4
58380805.0,12000.0,12000.0,28.99,382.55,1524.09,8,1,36,7,0,3
51036506.0,35000.0,25000.0,28.99,774.91,4704.91,6,1,36,4,0,2
61424105.0,16000.0,16000.0,28.99,1372.97,1046.14,10,1,60,10,1,4
52818956.0,24000.0,24000.0,28.99,750.86,4484.12,7,1,36,5,1,2
62974296.0,18000.0,18000.0,15.61,434.01,1286.42,10,1,60,16,0,1
65896612.0,15600.0,15600.0,13.18,356.39,344.97,12,1,60,13,1,1
51195224.0,28000.0,28000.0,13.99,956.84,5756.82,7,1,36,14,1,4
60883521.0,7000.0,7000.0,28.99,210.81,628.29,10,0,36,1,0,2
55900840.0,24000.0,24000.0,28.99,750.86,3743.78,8,1,36,5,0,1
39750698.0,8000.0,8000.0,28.99,267.21,2933.8,1,1,36,11,1,1
38597008.0,16000.0,16000.0,15.59,559.28,6683.64,1,1,36,20,1,2
68533294.0,18000.0,18000.0,28.99,389.4,0.0,12,1,60,9,0,2
67216499.0,20000.0,20000.0,28.99,616.54,41913.62,12,1,36,3,1,2
56954455.0,19000.0,19000.0,18.25,1372.97,1921.02,8,1,60,21,1,4
48694580.0,5300.0,5300.0,18.84,193.85,5358.25,5,1,36,25,1,2
65682329.0,15000.0,15000.0,28.99,502.46,491.97,12,1,36,12,1,4
40664131.0,35000.0,35000.0,28.99,1154.66,12678.84,2,1,36,10,0,1
63978657.0,12000.0,12000.0,17.57,301.93,592.15,11,1,60,19,1,2
67918834.0,4800.0,4800.0,13.18,162.15,0.0,12,1,36,13,1,1
50635497.0,35000.0,15000.0,28.99,464.95,3248.6,6,1,36,4,1,1
50626130.0,24000.0,24000.0,13.99,558.32,4308.01,6,1,60,15,1,3
54315682.0,12000.0,12000.0,15.61,1372.97,2496.67,7,1,36,16,1,1
61332491.0,20000.0,20000.0,28.99,667.06,1422.87,10,1,36,11,1,2
54138099.0,16800.0,16800.0,21.99,463.91,2742.41,7,1,60,26,1,2
53974424.0,16000.0,16000.0,28.99,481.84,41913.62,7,1,36,1,0,2
44985459.0,5000.0,5000.0,28.99,163.67,1491.34,4,1,36,9,0,2
68423266.0,5025.0,5025.0,14.85,173.83,0.0,12,1,36,15,1,3
50024376.0,13000.0,13000.0,28.99,402.95,2810.16,5,0,36,4,1,4
63346668.0,6000.0,6000.0,28.99,193.58,380.5,10,0,36,8,0,1
55069863.0,24000.0,24000.0,16.55,590.68,2340.65,7,0,60,17,1,2
42514606.0,22025.0,22025.0,15.61,531.06,4741.34,3,1,60,16,0,1
54335583.0,8000.0,8000.0,28.99,251.36,1504.52,7,1,36,10,1,2
43255337.0,8400.0,8400.0,28.99,263.93,2631.67,3,0,36,6,1,3
68407153.0,11000.0,11000.0,16.59,389.94,0.0,12,1,36,17,1,3
40317923.0,32750.0,32750.0,25.57,972.24,10601.59,1,0,60,30,1,4
55911850.0,35000.0,35000.0,28.99,1129.19,5607.1,8,1,36,8,1,2
46388098.0,21000.0,21000.0,28.99,704.45,41913.62,4,1,36,12,1,4
51847534.0,11875.0,11875.0,18.25,430.81,2614.95,6,1,36,21,1,2
53634783.0,20000.0,20000.0,16.55,492.23,2442.76,8,1,60,17,0,4
66515175.0,12000.0,12000.0,28.99,378.15,366.98,12,1,36,6,1,2
38282489.0,6000.0,6000.0,28.99,188.55,2257.14,1,1,36,5,0,1
41730816.0,16000.0,16000.0,13.33,366.76,3655.75,3,1,60,13,0,1
55584405.0,30000.0,30000.0,19.99,794.65,3906.62,7,1,60,24,0,2
56110020.0,15075.0,15075.0,28.99,473.65,2388.8,0,1,36,6,0,1
58300361.0,12575.0,12575.0,16.99,448.28,1763.45,9,1,36,18,1,0
46633370.0,5000.0,5000.0,28.99,166.77,1327.33,4,1,36,11,1,2
50718370.0,18000.0,18000.0,28.99,382.36,2656.54,0,1,60,8,1,2
44078550.0,24000.0,24000.0,28.99,765.1,6861.45,4,1,36,7,1,2
38518809.0,9500.0,9500.0,28.99,295.47,3541.69,1,1,36,4,0,2
64087608.0,18000.0,18000.0,28.99,549.56,1092.88,11,0,36,2,0,1
65483687.0,15500.0,15500.0,28.99,315.63,624.22,11,1,60,6,0,2
64381305.0,20000.0,20000.0,28.99,510.05,1050.43,0,1,60,21,0,2
